gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_PS19	percent_WT	percent_difference
Arl6	4.0824527011223	0.475557844674253	0.498480332801442	0.954015260745864	0.340075917647436	0.999961478977291	0.888888888888889	0.777777777777778	0.111111111111111
4930547E14Rik	0.157656746816364	-1.29049197555404	3.11286723178092	-0.414566982612916	0.67845892280262	0.999961478977291	0	0.222222222222222	0.222222222222222
Epha6	0.685209338815556	-0.754655360133594	1.70185630748819	-0.443430715515228	0.65745422312086	0.999961478977291	0.222222222222222	0.333333333333333	0.111111111111111
Gm9017	0	NA	NA	NA	NA	NA	0	0	0
Gm56609	0	NA	NA	NA	NA	NA	0	0	0
Gm49615	0	NA	NA	NA	NA	NA	0	0	0
Nsun3	3.06447583959498	-0.452668307863098	0.528377889332767	-0.856713191452286	0.391603411149778	0.999961478977291	0.888888888888889	0.888888888888889	0
Arl13b	15.4473305783248	-0.14513555529842	0.275530613307574	-0.526749291326135	0.598367701003771	0.999961478977291	1	1	0
Stx19	0.837888036173668	-1.77425235456058	1.05233007063472	-1.68602266919012	0.0917914331366221	0.999961478977291	0.333333333333333	0.666666666666667	0.333333333333333
Pros1	13.6455538091222	0.0194292169735051	0.250281210958231	0.0776295467770755	0.938122738366968	0.999961478977291	1	1	0
Gm18870	0.0764463912857139	-0.85196406131445	3.11913203340414	-0.273141390678687	0.784744530803921	0.999961478977291	0	0.111111111111111	0.111111111111111
Gm49622	0	NA	NA	NA	NA	NA	0	0	0
Epha3	0.399820936056294	-0.320493949506424	1.98059347629139	-0.161817128725749	0.871449864042415	0.999961478977291	0.222222222222222	0.222222222222222	0
Csnka2ip	0.249564875976463	-0.832952351527428	2.23218321759889	-0.373155906271626	0.709032411489397	0.999961478977291	0.111111111111111	0.333333333333333	0.222222222222222
4930453N24Rik	8.24219013980224	0.0181104243286663	0.323527594090555	0.0559779896969071	0.955359341339484	0.999961478977291	1	1	0
Zfp654	21.775181529997	-0.0753184673411721	0.241291081174901	-0.312147746922221	0.754928241237517	0.999961478977291	1	1	0
Cggbp1	4.07836341722551	0.0738874064108263	0.531724411614059	0.138958085799634	0.889483270320179	0.999961478977291	0.888888888888889	0.777777777777778	0.111111111111111
Gm56611	0.151496671579667	-0.32357755669932	3.12174019685505	-0.103652942363783	0.917444771968283	0.999961478977291	0.111111111111111	0.111111111111111	0
Htr1f	2.67650552896496	-0.157003530233189	0.98014623055499	-0.160183782112072	0.872736304427713	0.999961478977291	0.555555555555556	0.777777777777778	0.222222222222222
Pou1f1	0	NA	NA	NA	NA	NA	0	0	0
Chmp2b	3.18231494138322	-0.0901646940903577	0.533838234269198	-0.168898906639367	0.865876159218571	0.999961478977291	0.888888888888889	0.888888888888889	0
Gm36457	0.449226078806122	-1.92931460802515	1.89300878782917	-1.01917889680672	0.308118043427663	0.999961478977291	0.111111111111111	0.333333333333333	0.222222222222222
Gm41469	0.12212222126808	-0.142404522558583	3.12140860128756	-0.045621878052057	0.9636116311619	0.999961478977291	0.111111111111111	0.111111111111111	0
Vgll3	0	NA	NA	NA	NA	NA	0	0	0
Cadm2	1327.05119541383	-0.0096115651664852	0.0469470394636853	-0.204732082710348	0.837781452922417	0.999961478977291	1	1	0
1700010K23Rik	0.291337810476437	-1.03903428599521	2.54942676022121	-0.40755604444391	0.683599640432656	0.999961478977291	0.111111111111111	0.222222222222222	0.111111111111111
4933411O13Rik	2.63043607896369	0.211844973464844	0.78551908496731	0.269687875850476	0.787400388730419	0.999961478977291	0.777777777777778	0.777777777777778	0
4930428D20Rik	0	NA	NA	NA	NA	NA	0	0	0
Speer2	0	NA	NA	NA	NA	NA	0	0	0
Gm49655	0	NA	NA	NA	NA	NA	0	0	0
Gbe1	16.9040001210248	0.0677563528899806	0.244608837044154	0.276998794110411	0.781781032092413	0.999961478977291	1	1	0
D16Ertd519e	0	NA	NA	NA	NA	NA	0	0	0
Gm29823	0	NA	NA	NA	NA	NA	0	0	0
Gm56620	2.29288741491876	0.0348972230370689	0.610548518043446	0.0571571660658518	0.95441999887418	0.999961478977291	0.888888888888889	0.777777777777778	0.111111111111111
8030451O07Rik	7.50445110302807	-1.0240693535227	0.493715231284548	-2.07421057450117	0.0380597585820004	0.999961478977291	1	1	0
Robo1	402.047208186427	-0.100819462626378	0.0548286889756411	-1.83880856008009	0.0659433487645816	0.999961478977291	1	1	0
4930500H12Rik	0.136089574851354	0.568733047646121	3.11990719075095	0.182291655768526	0.855353846707554	0.999961478977291	0.333333333333333	0	0.333333333333333
Robo2	3.67803098559477	-1.15895296711895	0.681822797257189	-1.6997861787273	0.0891711522143045	0.999961478977291	0.777777777777778	0.777777777777778	0
Gm56610	0	NA	NA	NA	NA	NA	0	0	0
Gm49678	0.0509650853824452	-0.738525434451133	3.12174019685505	-0.236574919077234	0.812986579584428	0.999961478977291	0	0.111111111111111	0.111111111111111
Lipi	0	NA	NA	NA	NA	NA	0	0	0
Rbm11	5.99652355879187	-0.0234491315377618	0.457307001790709	-0.0512765635468961	0.959105143111913	0.999961478977291	1	0.777777777777778	0.222222222222222
ENSMUSG00000121375	0	NA	NA	NA	NA	NA	0	0	0
Hspa13	4.10558697133796	0.218875206943676	0.578013684776132	0.378667863250414	0.704934520631454	0.999961478977291	0.777777777777778	0.888888888888889	0.111111111111111
Samsn1	0.23036350459469	-0.962805958139046	2.2750328977506	-0.423205290389867	0.672145487246451	0.999961478977291	0.111111111111111	0.333333333333333	0.222222222222222
Gm15555	0	NA	NA	NA	NA	NA	0	0	0
4930578N18Rik	0	NA	NA	NA	NA	NA	0	0	0
Nrip1	31.1840716857223	0.192262257557138	0.165165036226187	1.16406148631749	0.244399095040449	0.999961478977291	1	1	0
Gm49587	0	NA	NA	NA	NA	NA	0	0	0
Gm45030	0	NA	NA	NA	NA	NA	0	0	0
Gm45029	0	NA	NA	NA	NA	NA	0	0	0
Gm30790	0	NA	NA	NA	NA	NA	0	0	0
1700041M19Rik	0.171988964144548	-0.173653733305827	3.1215364501567	-0.0556308523314247	0.955635885948682	0.999961478977291	0.111111111111111	0.111111111111111	0
Usp25	19.4654464881319	-0.307281361682159	0.227417758303235	-1.35117575678693	0.176639138546681	0.999961478977291	1	1	0
Mir99ahg	393.863625057165	0.055289984926625	0.0677298866879784	0.816330686943827	0.414311027794158	0.999961478977291	1	1	0
Gm17333	0	NA	NA	NA	NA	NA	0	0	0
E330011O21Rik	2.98154783281416	0.107855209804566	0.553757928077881	0.194769599378805	0.845573322659285	0.999961478977291	1	0.777777777777778	0.222222222222222
Cxadr	3.85086657669369	0.149389332965801	0.928125453143983	0.160958125283335	0.872126381710234	0.999961478977291	0.777777777777778	0.555555555555556	0.222222222222222
Btg3	4.39884139283672	-0.330712787463001	0.637179697186336	-0.519025934007887	0.603742656364603	0.999961478977291	0.888888888888889	1	0.111111111111111
D16Ertd472e	3.87827214729979	-0.776910896739216	0.572302981993516	-1.35751677203041	0.174617067955136	0.999961478977291	0.777777777777778	0.888888888888889	0.111111111111111
4930478L05Rik	0.0422399380881973	-0.0565540041537687	3.12142544931977	-0.0181180057227037	0.985544713819485	0.999961478977291	0.111111111111111	0	0.111111111111111
4930570E03Rik	0.038223195642857	-0.604097451175969	3.121709169642	-0.193514968354739	0.846555684559865	0.999961478977291	0	0.111111111111111	0.111111111111111
Chodl	0.104586266093029	-0.497107735279276	3.12173265072617	-0.159240969966996	0.873479026299034	0.999961478977291	0.111111111111111	0.111111111111111	0
Tmprss15	0.0509650853824452	-0.738525434451133	3.12174019685505	-0.236574919077234	0.812986579584428	0.999961478977291	0	0.111111111111111	0.111111111111111
Ncam2	782.38738164857	-0.0265592285010395	0.0653157076759672	-0.406628504016224	0.684280858818577	0.999961478977291	1	1	0
Gm41481	0	NA	NA	NA	NA	NA	0	0	0
A730009L09Rik	0	NA	NA	NA	NA	NA	0	0	0
Mir155hg	0.027728840130019	-0.0823227464190049	3.12174019685505	-0.0263707871980954	0.978961594482457	0.999961478977291	0.111111111111111	0	0.111111111111111
Mrpl39	1.74233463585419	0.0964568820882028	0.764330500350236	0.126197871266427	0.899575296378494	0.999961478977291	0.777777777777778	0.777777777777778	0
Gm32202	0	NA	NA	NA	NA	NA	0	0	0
Jam2	43.4723409201718	0.352627150528571	0.141414305215873	2.49357481897093	0.0126463928657681	0.999961478977291	1	1	0
Atp5j	1.2932300279973	-1.33496184120776	1.11352667204173	-1.19885933110162	0.230582647664993	0.999961478977291	0.444444444444444	0.555555555555556	0.111111111111111
Gabpa	7.88534232450437	0.0728326379271091	0.367443037961262	0.198214771822096	0.84287703053545	0.999961478977291	1	1	0
App	62.6788023270996	-0.160938401534699	0.185429782934388	-0.867920994070546	0.385437585092008	0.999961478977291	1	1	0
Gm10791	0.547470112534323	-1.67162119944436	1.49498079579966	-1.11815563393256	0.263500528976782	0.999961478977291	0.222222222222222	0.444444444444444	0.222222222222222
