gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_PS19	percent_WT	percent_difference
Xkr4	2.72173640332145	0.280673505516918	1.04625234190995	0.268265593560865	0.788494888201622	0.999982388729832	0.666666666666667	0.444444444444444	0.222222222222222
Gm1992	0	NA	NA	NA	NA	NA	0	0	0
Gm19938	0	NA	NA	NA	NA	NA	0	0	0
Gm37381	0.302748570963899	0.595141729855584	2.22837449805497	0.267074376580351	0.789411895763225	0.999982388729832	0.333333333333333	0.111111111111111	0.222222222222222
Rp1	4.30813185320957	-0.10066367499007	0.494392940031937	-0.203610664390893	0.838657758744558	0.999982388729832	1	0.888888888888889	0.111111111111111
Sox17	0.207131470133138	0.206994106897301	2.96193699331647	0.0698847096897662	0.944285423271957	0.999982388729832	0.222222222222222	0.111111111111111	0.111111111111111
Gm37587	0.0635534318183553	0.0676887085492652	3.11688115624663	0.0217168076535765	0.982673856365867	0.999982388729832	0.111111111111111	0	0.111111111111111
Gm37323	0.238977050114972	0.204094483355323	2.3569938889282	0.0865910108269866	0.930996611382653	0.999982388729832	0.333333333333333	0.111111111111111	0.222222222222222
Mrpl15	6.32911550357023	-0.255146409476519	0.463763092235419	-0.55016540502753	0.582205929461889	0.999982388729832	1	1	0
A930006A01Rik	0.655428630260449	-0.124598749476063	1.19812454818286	-0.103994822295425	0.917173457501651	0.999982388729832	0.555555555555556	0.444444444444444	0.111111111111111
Lypla1	19.5947761722914	0.206816034982586	0.213747829413113	0.967570223054149	0.333259054516104	0.999982388729832	1	1	0
Tcea1	31.0781606037988	0.0821730017007552	0.209640681978117	0.391970684913783	0.69507987417959	0.999982388729832	1	1	0
Rgs20	0.440014429644742	-1.11902938831555	2.06270747642074	-0.542505130323817	0.587470574188647	0.999982388729832	0.111111111111111	0.333333333333333	0.222222222222222
Gm16041	0	NA	NA	NA	NA	NA	0	0	0
Atp6v1h	20.6513841687485	-0.184862769925446	0.364085972808728	-0.507744828781315	0.611632305700442	0.999982388729832	1	1	0
Oprk1	0	NA	NA	NA	NA	NA	0	0	0
Npbwr1	0	NA	NA	NA	NA	NA	0	0	0
4732440D04Rik	30.5434754652183	0.274921566744486	0.187782641380731	1.46404142961798	0.143182628853021	0.999982388729832	1	1	0
Rb1cc1	70.8251102521421	0.0417282597011901	0.12437773950275	0.335496205896774	0.737250806304542	0.999982388729832	1	1	0
Alkal1	0.36632438601599	-0.273998389559748	1.8416919834545	-0.148775360929684	0.881730893368049	0.999982388729832	0.222222222222222	0.333333333333333	0.111111111111111
St18	1.34803847454021	-2.04177219460972	1.43199968032627	-1.42581888994872	0.153920626801339	0.999982388729832	0.333333333333333	0.444444444444444	0.111111111111111
Gm57122	0.318835023231718	-1.83964970309151	2.15574221859432	-0.853371839742078	0.393453132672124	0.999982388729832	0	0.444444444444444	0.444444444444444
Pcmtd1	73.3983516528146	-0.0884835266094192	0.145097571041404	-0.609820867257457	0.541980476836878	0.999982388729832	1	1	0
Gm26901	0	NA	NA	NA	NA	NA	0	0	0
Gm30414	0	NA	NA	NA	NA	NA	0	0	0
Sntg1	1.27141802747269	-0.561529299324098	3.04985104492655	-0.184116958845648	0.853921702671973	0.999982388729832	0.111111111111111	0.333333333333333	0.222222222222222
Rrs1	0.736841530453969	0.0708800327326719	1.1037671221695	0.0642164740270162	0.948797860091995	0.999982388729832	0.666666666666667	0.444444444444444	0.222222222222222
Adhfe1	15.6219309665559	0.107135292802413	0.284638051355068	0.376391323269595	0.706625995587465	0.999982388729832	1	1	0
2610203C22Rik	1.7280091922818	0.540137536713872	0.737422965459559	0.73246638905158	0.463883950300865	0.999982388729832	0.888888888888889	0.777777777777778	0.111111111111111
Vxn	0	NA	NA	NA	NA	NA	0	0	0
Mybl1	1.0360321807221	0.67700753367859	1.00180798400411	0.675785723899574	0.499176699951288	0.999982388729832	0.666666666666667	0.444444444444444	0.222222222222222
Vcpip1	12.142608017033	0.275405124103172	0.421094244249012	0.654022532638352	0.513097288792171	0.999982388729832	0.888888888888889	0.888888888888889	0
1700034P13Rik	1.25339031108381	0.450480209336644	0.903072350373068	0.498830696289778	0.617898660581219	0.999982388729832	0.888888888888889	0.555555555555556	0.333333333333333
Sgk3	34.2169023667215	-0.0214356836561526	0.179904363248348	-0.119150437872159	0.905156171678873	0.999982388729832	1	1	0
Snhg6	5.91139199809309	0.0508013014606928	0.545257254022105	0.0931694188127817	0.925768968938832	0.999982388729832	1	0.777777777777778	0.222222222222222
Mcmdc2	0.103507396208173	-0.934520989335482	3.11577930778328	-0.299931701517187	0.764229252574093	0.999982388729832	0	0.111111111111111	0.111111111111111
Tcf24	0.182701925128151	-0.656206226764985	3.00797835314588	-0.21815523575118	0.827308161737487	0.999982388729832	0.111111111111111	0.222222222222222	0.111111111111111
Ppp1r42	0.211496938403579	-0.454168026680031	2.06710525712547	-0.219712095024905	0.826095384360628	0.999982388729832	0.222222222222222	0.333333333333333	0.111111111111111
Gm15818	0	NA	NA	NA	NA	NA	0	0	0
Gm57177	0	NA	NA	NA	NA	NA	0	0	0
Cops5	12.8473830031292	0.336528245940582	0.311799251697963	1.0793106272961	0.280449276948199	0.999982388729832	1	1	0
Cspp1	38.2809499540656	-0.213106061581186	0.202111535646953	-1.05439830981957	0.291700595770515	0.999982388729832	1	1	0
Arfgef1	53.1067586591076	-0.0724101932365721	0.151561436686333	-0.477761327813422	0.632820088840902	0.999982388729832	1	1	0
