gene	p_val	avg_log2FC	p_val_adj	percent_3	percent_0	percent_difference
Ski	0.571478022941807	0.124459713054751	1	0.402	0.432	0.03
Map3k7	0.573223820951638	0.466283694443466	1	0.125	0.086	0.039
Fam168a	0.574639644534874	0.395453906762256	1	0.161	0.16	0.001
Cdk11b	0.574893037199514	0.631562944204894	1	0.134	0.111	0.023
Eea1	0.575527789221198	-0.529016469855898	1	0.098	0.16	0.062
Dennd2b	0.575540449090927	0.796635525171334	1	0.107	0.062	0.045
Relb	0.577304159620632	-0.125771752888607	1	0.089	0.111	0.022
Ubtd1	0.577945287492396	0.466460736707041	1	0.188	0.136	0.052
Stab1	0.579467373778456	-1.17000343610228	1	0.161	0.235	0.074
Slco2b1	0.580647905955682	0.307148408367715	1	0.589	0.531	0.0579999999999999
Fmnl3	0.580873765443848	0.178397974466234	1	0.402	0.383	0.019
Eif2s2	0.580922057687552	-0.268730920426318	1	0.089	0.123	0.034
P3h2	0.581822777546206	-0.245359152478628	1	0.464	0.568	0.104
Sp1	0.583528116221631	-1.46485347016558	1	0.054	0.111	0.057
Fbxw7	0.583571498416909	-0.313793963216959	1	0.134	0.185	0.051
Slain2	0.585129117189997	-0.849982732148241	1	0.089	0.148	0.059
Clip2	0.588322606955853	-0.707226295922154	1	0.071	0.111	0.04
Mtmr3	0.588826373377104	0.21816081726662	1	0.348	0.321	0.027
Esf1	0.589458860210242	-0.504297840426763	1	0.08	0.136	0.056
Ncoa1	0.589540442038669	-0.730923365053434	1	0.116	0.185	0.069
Usp8	0.589733061021126	0.372369506544564	1	0.205	0.198	0.00699999999999998
Dctn4	0.590562664297257	-0.230374121686452	1	0.08	0.111	0.031
Rasa4	0.590585792386176	0.619443411587862	1	0.179	0.148	0.031
Sec14l1	0.591664044990715	0.515487308274046	1	0.205	0.16	0.045
Arglu1	0.592122867335463	-0.227016200362184	1	0.312	0.383	0.071
Ctc1	0.592374442080429	1.11135513768842	1	0.125	0.074	0.051
Rock1	0.593828415345487	-0.500643157824393	1	0.277	0.333	0.056
Polr3b	0.594880293442761	-0.56866284126893	1	0.071	0.111	0.04
Chd6	0.595650410179583	-0.868349441042608	1	0.071	0.136	0.065
Ttll4	0.597461593970078	0.237848675396759	1	0.098	0.111	0.013
Sppl3	0.597666099830391	0.334929329358419	1	0.393	0.296	0.097
Pank2	0.5983985437987	-0.163574524407149	1	0.214	0.247	0.033
Acbd3	0.59932604779588	-0.458554534288836	1	0.134	0.185	0.051
Tgfbr1	0.600719862162013	0.333892695694689	1	0.911	0.877	0.034
Cd300a	0.601752567232748	-0.116626556001579	1	0.089	0.111	0.022
Mad1l1	0.601860038905667	-0.733483050021692	1	0.089	0.123	0.034
Marcks	0.601885070457136	-0.339618533876512	1	0.339	0.321	0.018
Tial1	0.603918943972615	-0.682488552558523	1	0.098	0.148	0.05
Hbs1l	0.604591578615678	0.960865709752052	1	0.107	0.062	0.045
B4galt4	0.604597337679818	-0.363062672708605	1	0.08	0.123	0.043
Strada	0.605143450705576	0.369980073816677	1	0.134	0.086	0.048
Smim14	0.60548814902241	-0.807530724600281	1	0.098	0.16	0.062
Zfp182	0.605917941741495	0.319640866477175	1	0.143	0.148	0.005
Calcrl	0.606714456578847	0.775649658246798	1	0.107	0.074	0.033
Cep192	0.606820869569529	1.01865181972497	1	0.107	0.062	0.045
Lifr	0.607259649952442	0.484290827244804	1	0.161	0.123	0.038
Pdcd6ip	0.60730520711382	0.280929820669177	1	0.107	0.111	0.004
Fgfr2	0.607742488261691	-1.09134481094157	1	0.071	0.136	0.065
Rnf169	0.609064200800059	0.196112677724546	1	0.375	0.395	0.02
Rps6ka3	0.609164081419112	0.33891967242995	1	0.268	0.235	0.033
Lrmda	0.609356564740573	0.197013577292615	1	0.938	0.926	0.0119999999999999
Pitpna	0.610053655648734	0.295255483322104	1	0.295	0.247	0.048
Cdk14	0.610457939440892	-0.328814709842572	1	0.196	0.222	0.026
Lcp1	0.611830243313046	-0.131955177267709	1	0.348	0.395	0.047
9930111J21Rik2	0.612155248522071	0.851872673102384	1	0.134	0.086	0.048
Desi2	0.613624109025227	-0.570991731884385	1	0.116	0.148	0.032
Fes	0.613684108529828	-0.434978523521269	1	0.098	0.123	0.025
Mfhas1	0.613974020852363	-0.12393414341783	1	0.098	0.123	0.025
Fam13b	0.616506338469328	-0.500297561151184	1	0.25	0.309	0.059
Ubap2	0.619542248677649	-0.602975441402894	1	0.08	0.111	0.031
Ythdf2	0.619626738585556	0.444945984150894	1	0.143	0.123	0.02
Cst3	0.620552212943343	-0.356716615089309	1	0.616	0.642	0.026
3110082I17Rik	0.62109446919057	0.215523905087972	1	0.179	0.198	0.019
Armc8	0.621124566701981	-0.873987919826172	1	0.071	0.111	0.04
Cox16	0.622155823585895	-0.749625304859275	1	0.205	0.309	0.104
Kif3b	0.622885206365105	-0.131275385187535	1	0.098	0.123	0.025
Spire1	0.623498619042142	0.305785404364016	1	0.188	0.185	0.003
Crebrf	0.624664440917926	-0.549932437704362	1	0.143	0.222	0.079
Sos2	0.625306889006105	-0.261166268692653	1	0.125	0.111	0.014
Mitf	0.626034975283515	-0.10616089709834	1	0.509	0.568	0.0589999999999999
Lmo2	0.62610560239771	0.518653049899848	1	0.205	0.16	0.045
Spred1	0.626446684906972	-0.691934441876992	1	0.08	0.136	0.056
Gna12	0.627209654319553	0.722019732855218	1	0.438	0.346	0.092
Tmem170b	0.627447755670356	0.383123758751923	1	0.161	0.148	0.013
Ralgapa2	0.627926383915999	-0.313927637381393	1	0.098	0.136	0.038
Gcnt1	0.628209054080212	-0.583470024601399	1	0.17	0.235	0.065
Malt1	0.629355860195299	0.330409174536841	1	0.143	0.099	0.044
Rel	0.629490508631249	0.745750616366469	1	0.196	0.136	0.06
Zmynd8	0.629757485876341	0.510341352544886	1	0.134	0.123	0.011
Snx8	0.63010445564682	-0.708025950297839	1	0.08	0.136	0.056
Prkca	0.630907864105706	-0.268094436437523	1	0.393	0.444	0.051
Atxn2	0.631275269230772	-0.820272749787934	1	0.08	0.148	0.068
Kif5b	0.632033396659532	-0.11924944917873	1	0.17	0.198	0.028
Samhd1	0.63424333424893	0.101804619828129	1	0.107	0.123	0.016
Gusb	0.634424208879893	-0.781762913274723	1	0.098	0.136	0.038
Lpxn	0.635426048594854	-0.222989339785212	1	0.196	0.247	0.051
Abhd15	0.63564437237453	-0.489897500716349	1	0.089	0.136	0.047
Cep68	0.636260745589105	-0.438892955165553	1	0.134	0.185	0.051
