gene	p_val	avg_log2FC	p_val_adj	percent_PS19	percent_WT	percent_difference
Prnp	0	1.20494060284073	0	0.623	0.359	0.264
Mid1	8.95485868993336e-163	0.84026674246995	1.60453158006226e-158	0.355	0.211	0.144
Sik2	2.22104718458052e-130	0.541572246046097	3.97967234533138e-126	0.609	0.485	0.124
Eif2s3y	6.45124983913857e-115	0.325713158992353	1.15593494617685e-110	0.278	0.173	0.105
Homer1	3.35546872711625e-114	0.500056534717054	6.0123288652469e-110	0.852	0.81	0.0419999999999999
Uty	8.85355423125158e-112	0.434836690979738	1.58637984715566e-107	0.337	0.21	0.127
Mical2	3.94539677942849e-109	0.300155840617604	7.06936194937997e-105	0.877	0.808	0.069
Ddx3y	2.11385675128344e-101	0.369566481381354	3.78760852694967e-97	0.15	0.088	0.062
Kdm5d	3.21914154026598e-96	0.416589891911236	5.76805781184859e-92	0.159	0.092	0.067
Sgsm1	1.41597098773288e-95	0.526792631581449	2.53713681581978e-91	0.451	0.346	0.105
Ntrk2	1.0541932828558e-94	0.304517501865118	1.88890352422101e-90	0.971	0.957	0.014
Mast3	2.28836285085896e-94	0.474952964472603	4.10028855616908e-90	0.501	0.403	0.098
Unc5c	2.5120765901745e-93	-0.415976781450983	4.50113883427467e-89	0.75	0.823	0.073
Ptbp2	9.91527058347863e-88	-0.226761698633908	1.7766181831477e-83	0.677	0.689	0.0119999999999999
Spred2	7.08263145640951e-87	0.303042091612341	1.26906590435946e-82	0.735	0.637	0.098
Etv5	3.30898013463808e-85	0.449065712614438	5.9290306052445e-81	0.417	0.308	0.109
Osbpl3	1.80643825914077e-76	0.354948061851196	3.23677607272844e-72	0.59	0.485	0.105
Lrrk2	3.0555888241452e-76	0.445638422037736	5.47500405510337e-72	0.525	0.441	0.084
Galnt9	4.49893830826464e-76	0.409382947397191	8.06119766074859e-72	0.439	0.336	0.103
Zbtb16	5.25550468147648e-76	0.312714371065793	9.41681328826955e-72	0.577	0.474	0.103
Rps8	8.20036311674835e-75	-0.359517295677475	1.46934106325897e-70	0.395	0.42	0.025
Pcsk1	5.06384675968451e-73	0.684126488877098	9.07340062400271e-69	0.261	0.177	0.084
Rbm39	7.84166547491242e-71	-0.203193981799443	1.40506961979481e-66	0.926	0.931	0.005
Mbp	2.49470014248125e-70	0.659921669986714	4.4700037152979e-66	0.248	0.168	0.08
Pde4a	2.68200086124943e-70	0.363051836816392	4.80560914318672e-66	0.526	0.426	0.1
Pnn	4.23037276424694e-69	-0.273368457311572	7.57998191897767e-65	0.573	0.602	0.029
Galnt13	1.10983570766664e-65	-0.251094276120375	1.98860362099709e-61	0.861	0.878	0.017
Sorl1	9.89130491371248e-65	0.277546916169767	1.772324014439e-60	0.625	0.535	0.09
Dnajc21	4.39034453711337e-63	0.438488225901332	7.86661934159974e-59	0.39	0.305	0.085
Shc3	4.50446911306283e-63	0.271692337766181	8.07110775678598e-59	0.518	0.425	0.093
Gpm6a	7.35870328602518e-62	-0.188051620174273	1.31853245478999e-57	0.955	0.962	0.00700000000000001
Hivep1	1.38547248038563e-61	0.356748127231493	2.48248959035497e-57	0.391	0.302	0.089
Grik2	3.89086468587692e-61	-0.216838786382378	6.97165134415426e-57	0.983	0.983	0
Glp2r	4.13137504391873e-60	0.266652273056668	7.40259780369359e-56	0.587	0.5	0.087
Gfod1	1.80367059917218e-59	0.281877422889004	3.23181697959671e-55	0.676	0.596	0.0800000000000001
Dgkb	2.23087735166615e-59	-0.361632700185111	3.99728603871541e-55	0.659	0.747	0.088
Per1	4.959666985798e-59	0.651157922670902	8.88673130515286e-55	0.195	0.127	0.068
Cabp1	5.56409056204639e-59	0.29789439445358	9.96973746907473e-55	0.609	0.523	0.086
Kcnip3	1.82914349348613e-58	0.311837836022484	3.27745931162845e-54	0.566	0.476	0.09
Rbm26	2.26418946922765e-58	-0.17847236412761	4.0569746909621e-54	0.768	0.771	0.003
Rsrp1	3.96003183784991e-58	-0.198618102391997	7.09558504705947e-54	0.833	0.851	0.018
Asap2	9.35456347098245e-58	0.302403277415244	1.67615068273063e-53	0.555	0.469	0.0860000000000001
Pde10a	1.92486900755439e-57	0.19929243285936	3.44898028773595e-53	0.971	0.965	0.00600000000000001
Cmip	2.38638704853407e-56	0.207986266655815	4.27592831356334e-52	0.801	0.73	0.0710000000000001
Gphn	1.63057990782412e-55	-0.178695209766899	2.92167307883926e-51	0.975	0.98	0.005
Pfkfb3	1.80239993888034e-55	0.805763594448378	3.22954021048579e-51	0.142	0.088	0.054
Npas3	3.63895414713738e-55	-0.549451600484651	6.52027804084076e-51	0.31	0.389	0.079
Rims4	1.28413605847558e-54	0.488714335697907	2.30091498957654e-50	0.292	0.217	0.075
Map4k3	3.53544323015489e-54	0.122682513388117	6.33480717979153e-50	0.738	0.664	0.074
Rpl17	9.98636732004164e-54	-0.361108101012853	1.78935729640506e-49	0.269	0.304	0.035
Ankrd33b	1.03606153347588e-53	0.297586504286871	1.85641505568209e-49	0.608	0.531	0.077
Dennd11	1.63072202422587e-53	0.452246043695192	2.92192772300792e-49	0.306	0.229	0.077
Cacng2	1.89294375168701e-53	0.314243337615398	3.39177661427278e-49	0.526	0.444	0.082
Tet3	6.94790919338646e-53	0.291059215194282	1.24492636927099e-48	0.568	0.488	0.08
Tmtc1	2.04082995094977e-52	-0.177015894493461	3.6567591061118e-48	0.695	0.68	0.0149999999999999
Tbl1xr1	8.1242174408594e-52	-0.134322211033056	1.45569728105319e-47	0.543	0.537	0.00600000000000001
Hsph1	8.51077504159939e-52	0.438945694963116	1.52496067195378e-47	0.287	0.212	0.075
Frmd6	9.19106136227657e-52	0.320902584770843	1.64685437489272e-47	0.563	0.488	0.075
Runx2	1.88797367943896e-51	0.230957670415173	3.38287123881872e-47	0.663	0.583	0.0800000000000001
Polb	4.04299048353864e-51	0.136335100179177	7.24423034840453e-47	0.666	0.592	0.0740000000000001
Hdac4	4.53731350312141e-51	0.181431259343333	8.12995833489295e-47	0.645	0.569	0.0760000000000001
Ece1	4.76463466685065e-51	0.444807695123891	8.537272396063e-47	0.324	0.25	0.074
Mtcl1	4.77373147465289e-51	0.205178774350791	8.55357205628305e-47	0.672	0.591	0.0810000000000001
Prickle1	4.9145449468668e-51	0.180105079199382	8.80588163579593e-47	0.966	0.955	0.011
Septin8	7.71376953826043e-51	0.284883254455839	1.3821532258655e-46	0.461	0.382	0.079
Olfm2	1.13902404505087e-50	0.321662690967874	2.04090328392215e-46	0.428	0.347	0.081
Zfp638	1.33716405492654e-50	-0.12304927061926	2.39593055361738e-46	0.819	0.805	0.0139999999999999
Phf24	7.07634327627283e-50	0.141341315911424	1.26793918824257e-45	0.86	0.798	0.0619999999999999
St8sia5	1.03347428385307e-49	0.359609893009075	1.85177922180793e-45	0.389	0.311	0.078
Ppfia2	1.08801386620906e-49	-0.181130961080646	1.94950324547339e-45	0.976	0.977	0.001
Ndrg4	2.96820995388165e-49	-0.107232225285553	5.31843859536515e-45	0.576	0.559	0.0169999999999999
Satb2	4.78728423145214e-49	0.206670199535856	8.57785588591595e-45	0.725	0.648	0.077
Actr3b	5.24231748159843e-49	-0.126495994476192	9.39318446352806e-45	0.58	0.572	0.00800000000000001
Spred1	7.70676785031036e-49	0.257550631105807	1.38089866341861e-44	0.657	0.59	0.0670000000000001
Cap2	8.52704357089413e-49	0.193060248591793	1.52787566703281e-44	0.843	0.794	0.0489999999999999
Dlgap3	1.13955190070645e-48	0.186871460791553	2.04184909568582e-44	0.681	0.606	0.0750000000000001
Banp	1.32894068206247e-48	0.289468755660809	2.38119591411953e-44	0.444	0.369	0.075
Myh9	1.39970759947784e-48	0.460988773369322	2.5079960767444e-44	0.274	0.204	0.07
Lrba	2.91290420902813e-48	-0.161895316242878	5.2193417617366e-44	0.835	0.842	0.00700000000000001
Srcin1	3.77617086080479e-48	0.157902118539536	6.76614294839003e-44	0.722	0.651	0.071
Ank	5.27466153562824e-48	0.180040837282954	9.45113853953868e-44	0.797	0.731	0.0660000000000001
Anks1	7.1245156235857e-48	0.358587733265738	1.27657070943409e-43	0.341	0.267	0.074
Cdyl2	1.12119366321492e-47	0.324526070603112	2.00895480574849e-43	0.473	0.399	0.074
Itfg1	1.16924371923078e-47	-0.155891259970457	2.09505089611772e-43	0.525	0.525	0
Nmt2	1.23484098353325e-47	0.164340275128431	2.21258807429489e-43	0.657	0.581	0.0760000000000001
Adam23	1.55576804292436e-47	-0.166307409676478	2.78762517931186e-43	0.859	0.861	0.002
Erbb4	3.86484834680898e-47	-0.513493812064095	6.92503526781233e-43	0.153	0.215	0.062
Igsf9b	7.52528830769949e-47	0.168488777691895	1.34838115897359e-42	0.663	0.588	0.0750000000000001
Mgll	1.66556512429925e-46	0.166905234007054	2.9843595897194e-42	0.506	0.434	0.072
P4ha1	1.76755299098339e-46	0.287946185292034	3.16710144924404e-42	0.449	0.374	0.075
Stk40	4.84105666843962e-46	0.463338043409402	8.6742053385101e-42	0.253	0.186	0.067
Gng2	5.03566311122009e-46	0.220007105473638	9.02290116268416e-42	0.541	0.462	0.079
Kcnb1	6.53016994772998e-46	0.143524119614726	1.17007585123426e-41	0.691	0.621	0.07
Syt13	8.63888514088628e-46	0.28410529858512	1.547915439544e-41	0.422	0.344	0.078
Otulin	9.08875178670839e-46	0.334747838128384	1.62852254514241e-41	0.352	0.279	0.073
Rai1	2.62740788360356e-45	0.200362756218751	4.70778944584085e-41	0.537	0.464	0.073
Irf2	2.9252852473593e-45	0.155433330386276	5.2415261062184e-41	0.641	0.569	0.0720000000000001
Slc38a2	3.09914496265648e-45	0.281610072507021	5.55304794408789e-41	0.359	0.288	0.071
Dlgap4	4.3556520279897e-45	0.143219257415544	7.80445730375195e-41	0.72	0.65	0.07
Rpl13	1.30084406439475e-44	-0.25595108426987	2.33085239458251e-40	0.269	0.281	0.012
Auts2	1.66844671387384e-44	-0.167395575258261	2.98952282191914e-40	0.981	0.988	0.00700000000000001
5730522E02Rik	1.95317894532062e-44	-0.237589180199957	3.49970603422549e-40	0.874	0.886	0.012
Plekhg5	2.17203837264286e-44	0.219808660362232	3.89185835610148e-40	0.501	0.426	0.075
Gabbr1	2.40220406499119e-44	0.106478843159504	4.30426924365121e-40	0.633	0.565	0.0680000000000001
Rab30	2.57325650753474e-44	-0.115767354684438	4.61076101020075e-40	0.463	0.454	0.00900000000000001
Zfp280d	2.58259648183933e-44	-0.14769740997834	4.62749637615972e-40	0.753	0.75	0.003
Fth1	3.91799548991184e-44	-0.299491227724443	7.02026431882403e-40	0.424	0.451	0.027
Slc24a5	4.52614476952798e-44	-0.320872882625708	8.10994619804023e-40	0.286	0.3	0.014
Kdm4c	4.55152289121584e-44	-0.114603127781521	8.15541871648055e-40	0.686	0.674	0.012
Scaper	4.90394363171172e-44	-0.140295755126862	8.78688619930107e-40	0.778	0.775	0.003
Ssbp3	5.16626087651233e-44	0.262797974745941	9.25690623853479e-40	0.444	0.369	0.075
Rph3a	6.20067888527167e-44	0.254714973962216	1.11103764266298e-39	0.517	0.44	0.077
Dkk3	9.08773433820522e-44	0.310234748253413	1.62834023871961e-39	0.424	0.346	0.078
Ppme1	1.75582431951386e-43	0.194797949590837	3.14608601570493e-39	0.558	0.485	0.0730000000000001
Cdkal1	2.33069081363211e-43	-0.127327518086455	4.17613179986602e-39	0.646	0.64	0.00600000000000001
Prkag2	2.71729495224271e-43	0.187388040260099	4.86884909542849e-39	0.733	0.665	0.0679999999999999
Hsd17b12	2.76307840156941e-43	0.420015094806185	4.95088387993207e-39	0.258	0.193	0.065
Bcl2	3.08869059320672e-43	0.298147891673214	5.5343158049078e-39	0.354	0.286	0.068
Snrpn	3.89746811483445e-43	-0.178674277745756	6.98348336816037e-39	0.496	0.502	0.00600000000000001
Luzp1	4.49408996612903e-43	0.161274945883687	8.05251040131e-39	0.53	0.46	0.07
Kcnj3	4.86088133875922e-43	-0.18841631945309	8.70972718278877e-39	0.938	0.947	0.00900000000000001
Rpl9	6.97530111082032e-43	-0.335342194671648	1.24983445303679e-38	0.202	0.225	0.023
Arhgef37	7.23440792869304e-43	0.515500041797039	1.29626121266322e-38	0.2	0.143	0.057
Shank1	9.34075396631916e-43	0.127430273913823	1.67367629568507e-38	0.712	0.646	0.0659999999999999
Slc23a2	9.82827431248196e-43	0.109184336039047	1.76103019131052e-38	0.657	0.591	0.0660000000000001
Hivep2	1.18324946407183e-42	0.12529574296792	2.12014638972391e-38	0.996	0.994	0.002
Baiap2	1.63623013901898e-42	0.185427620147793	2.9317971630942e-38	0.586	0.516	0.07
Nap1l1	2.02799234174348e-42	0.222942799538243	3.63375667793596e-38	0.552	0.48	0.0720000000000001
Arid3b	2.67317803345105e-42	0.486030399182223	4.78980040033759e-38	0.203	0.145	0.058
Rpl32	4.33515516090811e-42	-0.400954455559366	7.76773101731516e-38	0.151	0.174	0.023
Ephb2	5.19047864206344e-42	0.385100390007648	9.30029963084927e-38	0.355	0.286	0.069
Mat2a	6.85030754337255e-42	0.194143173650877	1.22743810562149e-37	0.484	0.414	0.07
Plcl2	7.07498005247291e-42	0.174042761937223	1.2676949258021e-37	0.817	0.758	0.0589999999999999
Sel1l3	8.3369443917819e-42	0.175557346786498	1.49381369611948e-37	0.642	0.571	0.0710000000000001
Tia1	1.2567740170063e-41	-0.118214021169643	2.25188768367189e-37	0.764	0.754	0.01
Npas2	1.55617298639537e-41	0.189239191787957	2.78835075702323e-37	0.713	0.642	0.071
Rabl6	1.56582528936203e-41	0.157584152679548	2.80564575347888e-37	0.545	0.48	0.0650000000000001
Zbtb20	1.62189496578882e-41	-0.247156097534852	2.90611139970041e-37	0.397	0.479	0.082
Rnf24	2.26614142439742e-41	0.286875280783058	4.06047220423529e-37	0.413	0.341	0.072
Pcca	3.45389416994748e-41	-0.144229517432191	6.18868757371189e-37	0.723	0.726	0.003
Map6	3.49324944269595e-41	0.185424029367079	6.25920435142261e-37	0.595	0.526	0.069
Gas7	3.82819632330965e-41	0.213863456849079	6.85936217210622e-37	0.626	0.552	0.074
Tango2	4.52998020190332e-41	0.138110599245468	8.11681852577036e-37	0.599	0.531	0.0679999999999999
Fer	4.88416380569836e-41	-0.107102319048212	8.75144470705032e-37	0.676	0.664	0.012
Cog5	5.37323231653273e-41	-0.151055606766349	9.62775766476334e-37	0.627	0.63	0.003
Kirrel3	6.0396600214578e-41	-0.280634419531805	1.08218628264481e-36	0.616	0.692	0.076
Ptpn12	8.02677735896362e-41	0.12349576297046	1.4382379671791e-36	0.624	0.557	0.0669999999999999
Ranbp17	9.52293041508129e-41	-0.299756273895868	1.70631867177427e-36	0.317	0.359	0.042
Ppm1h	1.03084194435342e-40	0.192445695447393	1.84706259589245e-36	0.757	0.693	0.0640000000000001
Mapk1	2.06199816441651e-40	-0.102736212777372	3.6946883110015e-36	0.749	0.736	0.013
2900026A02Rik	2.14394559608097e-40	0.326355720118538	3.84152171905788e-36	0.348	0.279	0.069
Robo1	2.92842933814175e-40	-0.261558190555482	5.24715968808238e-36	0.726	0.788	0.0620000000000001
Bmerb1	3.30444231312387e-40	0.148846727628844	5.92089973665534e-36	0.657	0.589	0.0680000000000001
Pip5k1a	4.84123981738249e-40	0.163837807270898	8.67453350478594e-36	0.596	0.527	0.069
Prkab2	6.14039493448081e-40	0.336886209018881	1.10023596436027e-35	0.323	0.257	0.066
Add3	6.59584133795074e-40	-0.157831733353549	1.18184285093401e-35	0.394	0.401	0.00700000000000001
Gm14326	7.597936367573e-40	0.473298997484152	1.36139823834173e-35	0.223	0.162	0.061
Scube1	9.12555477326747e-40	0.363557778629719	1.63511690427406e-35	0.348	0.285	0.063
Nudcd3	1.07707106284212e-39	0.149181134633581	1.92989593040051e-35	0.576	0.511	0.0649999999999999
Usp33	1.09285725938318e-39	0.136453234092363	1.95818163736277e-35	0.539	0.476	0.0630000000000001
Wwc1	1.31755589325865e-39	0.29030496374623	2.36079664954084e-35	0.446	0.375	0.071
Hmgcll1	1.36927906978614e-39	-0.115878391164137	2.45347423724281e-35	0.645	0.639	0.00600000000000001
Ptprn	1.37154387553251e-39	0.156726496169303	2.45753231617916e-35	0.764	0.705	0.0590000000000001
Rsrc1	1.38178314549804e-39	-0.123906986194693	2.47587904010339e-35	0.651	0.641	0.01
Arglu1	1.52135089351777e-39	-0.14626319658503	2.72595653100514e-35	0.865	0.859	0.00600000000000001
Rfx3	1.95036080276727e-39	-0.266863393749712	3.4946564863984e-35	0.706	0.707	0.001
Ptpn9	2.12885972796303e-39	0.148968848450524	3.81449086056415e-35	0.527	0.46	0.067
Phf14	5.41493642326652e-39	-0.119342889766799	9.70248308320896e-35	0.801	0.792	0.00900000000000001
Rbm25	8.33571075449847e-39	-0.114700644830973	1.49359265299104e-34	0.852	0.842	0.01
Egr3	1.00911824080417e-38	0.611380766387945	1.80813806387291e-34	0.164	0.116	0.048
Nuak1	1.11421181918491e-38	0.300017500731341	1.99644473761552e-34	0.384	0.316	0.068
Fam171a1	1.30692875369641e-38	0.221976939270461	2.34175494087324e-34	0.499	0.429	0.07
Slc4a4	1.41179230018421e-38	-0.225661999002362	2.52964944347007e-34	0.568	0.581	0.013
Inf2	1.59728769676313e-38	0.375111890465084	2.86202009506018e-34	0.237	0.18	0.057
Mlip	2.61780717151309e-38	-0.16639605862159	4.69058688991715e-34	0.771	0.771	0
Rab6b	2.6354196829817e-38	0.13492346353395	4.7221449879666e-34	0.667	0.603	0.0640000000000001
Tpm3	2.70531780702726e-38	0.21160416324507	4.84738844663144e-34	0.503	0.435	0.068
Pde2a	2.96974655902658e-38	0.200533391170787	5.32119188446382e-34	0.538	0.469	0.0690000000000001
Strn3	3.84044631846494e-38	-0.130191717319765	6.88131171342549e-34	0.885	0.881	0.004
Eml6	3.94854572446875e-38	-0.155141758562153	7.07500422910311e-34	0.891	0.892	0.001
Serinc2	6.07965440151919e-38	0.624160580290943	1.08935247566421e-33	0.146	0.099	0.047
Pak1	1.13800635227902e-37	0.182197009795744	2.03907978201355e-33	0.662	0.595	0.0670000000000001
Myef2	1.19318055165883e-37	-0.130006529723279	2.13794091246229e-33	0.547	0.55	0.003
Dpyd	1.51497739733222e-37	-0.46793621196635	2.71453650053988e-33	0.25	0.281	0.031
Kdm6a	1.56372713987588e-37	-0.127711433835791	2.8018862892296e-33	0.521	0.515	0.00600000000000001
Phc2	1.57204678167821e-37	0.1025485167791	2.81679342341101e-33	0.537	0.48	0.0570000000000001
Anxa11	1.73803976176155e-37	0.48744413124415	3.11421964512435e-33	0.232	0.18	0.052
Clip2	1.79476832265077e-37	0.288397317261548	3.21586588052564e-33	0.383	0.315	0.068
Cdk12	1.87228465748208e-37	-0.116580162242275	3.35475964927639e-33	0.695	0.688	0.00700000000000001
Rpl35a	2.19513353220376e-37	-0.304314063454303	3.93324026300269e-33	0.195	0.212	0.017
Fam172a	2.95574708838797e-37	-0.145591597087183	5.29610763297356e-33	0.855	0.858	0.003
Rab6a	3.0569617711822e-37	0.163963191829568	5.47746410160427e-33	0.6	0.534	0.0659999999999999
Fars2	3.2310104834368e-37	-0.113159192239095	5.78932458422206e-33	0.682	0.674	0.00800000000000001
Zfp407	3.4652495927912e-37	-0.10113614590494	6.20903422036326e-33	0.678	0.665	0.013
Mapk14	4.15704360116461e-37	0.102544068956839	7.44859072456674e-33	0.636	0.576	0.0600000000000001
Nr4a3	4.97352892967903e-37	0.76039374161609	8.91156913619888e-33	0.14	0.095	0.045
Mtmr12	5.54056845509895e-37	0.189773795222461	9.92759055784629e-33	0.49	0.423	0.067
Tent4b	7.46063463445987e-37	0.195300142942545	1.33679651380252e-32	0.485	0.42	0.065
Ndst4	7.86280341997232e-37	-0.918777142483483	1.40885711679064e-32	0.073	0.118	0.045
Elovl6	9.15393141181066e-37	0.215745798309626	1.64020143036823e-32	0.474	0.405	0.069
Pgm2l1	9.70306287012115e-37	0.143549055184569	1.73859480506831e-32	0.568	0.502	0.0659999999999999
Dop1b	1.18634836864784e-36	0.107554502685417	2.1256990069432e-32	0.527	0.472	0.055
Adgrl3	1.20419709661065e-36	-0.126126641181686	2.15768035770697e-32	0.995	0.997	0.002
2210408I21Rik	1.42337750399237e-36	-0.146123915451481	2.55040781165352e-32	0.833	0.835	0.002
Osbp2	1.50438849241912e-36	0.110654285310471	2.69556330071657e-32	0.654	0.593	0.0610000000000001
Gucy1a2	1.66469916441553e-36	-0.128671699409249	2.98280796279975e-32	0.883	0.875	0.00800000000000001
Klf10	2.24625480261676e-36	0.493134362405997	4.02483935532872e-32	0.175	0.129	0.046
Smurf1	2.58198173987246e-36	0.22813270891703	4.62639488150347e-32	0.489	0.42	0.069
Slc6a17	2.78892929187188e-36	0.166771668085144	4.99720350517603e-32	0.634	0.567	0.0670000000000001
Per2	3.16737291740623e-36	0.51614586796828	5.67529879340848e-32	0.154	0.107	0.047
Sntb2	4.8048801118172e-36	0.223228274653902	8.60938418435406e-32	0.573	0.504	0.069
Casc3	5.66525055510129e-36	0.159941926599603	1.01509959446305e-31	0.414	0.355	0.059
Arhgef9	5.85819260780412e-36	-0.10945789589586	1.04967095146634e-31	0.803	0.796	0.00700000000000001
Sec14l1	6.35714366011814e-36	0.160557788226801	1.13907300101997e-31	0.444	0.384	0.06
Prkaa2	7.37437745662343e-36	0.1271109532533	1.32134095267779e-31	0.523	0.464	0.059
Socs2	8.19137325404075e-36	0.223022240298118	1.46773025965902e-31	0.377	0.313	0.064
Rab3gap2	1.04673876214677e-35	0.140521753083717	1.87554651401457e-31	0.498	0.439	0.059
Scn1a	1.05639823340037e-35	-0.156895502352338	1.89285435460679e-31	0.859	0.859	0
Egr1	1.38706560429541e-35	-0.543962944354782	2.48534414977651e-31	0.234	0.292	0.058
Pfkp	1.42135501719775e-35	0.10528075423636	2.54678391981494e-31	0.72	0.659	0.0609999999999999
Nalcn	1.63533067805382e-35	-0.142771027966534	2.93018550893683e-31	0.858	0.862	0.004
Map3k13	1.79028390569059e-35	0.29289631292937	3.20783070221641e-31	0.355	0.291	0.064
Herc4	1.92148649024344e-35	0.138857617540126	3.44291949321819e-31	0.58	0.519	0.0609999999999999
Prkar1b	2.33045423642097e-35	0.113395297954287	4.17570790081909e-31	0.609	0.549	0.0599999999999999
Zfr2	2.85195947430911e-35	0.274039901728045	5.11014098606707e-31	0.333	0.273	0.06
Lingo1	5.71728470630952e-35	0.12132900758267	1.02442307367654e-30	0.679	0.62	0.0590000000000001
Tiam1	6.20260857158424e-35	-0.192706284545545	1.11138340385646e-30	0.483	0.498	0.015
Arhgap39	6.2301340016245e-35	0.118330439596557	1.11631541041108e-30	0.694	0.635	0.0589999999999999
Gfra2	8.60963468542676e-35	0.342878252381751	1.54267434293477e-30	0.295	0.232	0.063
Synj2bp	9.83501143094767e-35	0.151703904317991	1.7622373481972e-30	0.522	0.461	0.061
Castor2	1.11980888824108e-34	0.356814090566069	2.00647356595037e-30	0.27	0.211	0.059
Mef2d	1.39410706335647e-34	0.217841464155812	2.49796103612212e-30	0.441	0.378	0.063
Ubr3	1.70559898932784e-34	-0.112428525541003	3.05609226907762e-30	0.887	0.88	0.00700000000000001
Dlg4	1.77491930359813e-34	0.217183932643192	3.18030040818713e-30	0.493	0.43	0.063
Apba2	1.94512361671897e-34	0.118483423520704	3.48527249643705e-30	0.918	0.878	0.04
Mxi1	2.1466324710316e-34	0.329342308550371	3.84633606159442e-30	0.332	0.27	0.062
Nfasc	2.37621234352859e-34	0.102462903683419	4.25769727713453e-30	0.801	0.748	0.053
Srpk1	2.64226936081403e-34	0.171220939512699	4.73441824070658e-30	0.44	0.381	0.059
Lhfp	4.47837369245063e-34	0.164276534916849	8.02434998213304e-30	0.488	0.42	0.068
Baalc	4.55070112907693e-34	0.281735168321097	8.15394628308005e-30	0.484	0.422	0.062
Pik3ca	5.20487199442248e-34	0.111277638891143	9.32608963960621e-30	0.47	0.417	0.053
Smg7	6.15659494278721e-34	0.126521836593534	1.10313868184861e-29	0.527	0.468	0.059
Ptk2b	6.68212567579696e-34	0.106830064049449	1.1973032785893e-29	0.64	0.582	0.0580000000000001
Epha6	7.15705014799096e-34	-0.265344648215871	1.28240024551702e-29	0.747	0.803	0.056
Mpc1	9.90539892628281e-34	0.12958239947844	1.77484937961135e-29	0.514	0.456	0.058
Vps37a	1.07637279486416e-33	0.263584066021703	1.9286447738376e-29	0.352	0.292	0.06
Sptbn2	1.13161672520743e-33	0.184019341383952	2.02763084822667e-29	0.539	0.477	0.0620000000000001
Shank2	1.14464224595871e-33	0.120700440992676	2.05096997630882e-29	0.806	0.754	0.052
Trak1	1.17737709072575e-33	0.159867235863492	2.1096242711624e-29	0.523	0.461	0.062
Dok6	1.28612116525303e-33	-0.179841020657084	2.30447190390038e-29	0.927	0.927	0
Clstn3	1.67710384999308e-33	0.182325545403692	3.0050346784176e-29	0.494	0.431	0.063
Gabra2	1.92546675665905e-33	-0.226118873926941	3.45005133458169e-29	0.745	0.764	0.019
Sidt1	2.4831565396681e-33	0.154258199741051	4.44931988777731e-29	0.731	0.671	0.0599999999999999
Hook3	2.74920039205899e-33	0.101855705912679	4.92601726249131e-29	0.644	0.588	0.056
Rps16	2.98998012652455e-33	-0.267681487821054	5.35744639070668e-29	0.202	0.215	0.013
Fut8	3.07352887526055e-33	-0.100464748461321	5.50714903869186e-29	0.684	0.672	0.012
Skil	3.11056988461116e-33	0.272268714340224	5.57351911924627e-29	0.287	0.231	0.056
Tbc1d5	3.92979012451339e-33	-0.131889026585484	7.0413979451031e-29	0.785	0.784	0.001
Nck2	4.49133084289166e-33	0.231570557082004	8.04756660429327e-29	0.439	0.376	0.063
Slc17a7	4.54871497784454e-33	0.119997677176644	8.15038749730184e-29	0.719	0.659	0.0599999999999999
Zwint	4.61132736568341e-33	0.129484150647039	8.26257637383153e-29	0.599	0.539	0.0599999999999999
Ncor2	5.15761383761019e-33	0.207321486727617	9.24141247422994e-29	0.426	0.366	0.06
Slc7a6	5.42156716850818e-33	0.181235221382449	9.71436405253295e-29	0.394	0.337	0.057
Tspan5	7.44975514427959e-33	0.164757582709206	1.33484712675202e-28	0.926	0.905	0.021
Acot7	7.75860812904347e-33	0.269190548017174	1.39018740456201e-28	0.342	0.282	0.0600000000000001
Septin9	7.83219857357947e-33	0.435703511320345	1.40337334041397e-28	0.198	0.146	0.052
Nfix	8.18322140682881e-33	0.185191807432633	1.46626961167559e-28	0.478	0.418	0.06
Irs2	8.42531753285343e-33	0.679856101556057	1.50964839553668e-28	0.122	0.083	0.039
Map3k5	1.06527548241225e-32	0.139220189501757	1.90876060938627e-28	0.609	0.548	0.0609999999999999
Elapor1	1.2883438899604e-32	0.13485551389887	2.30845458203105e-28	0.658	0.597	0.0610000000000001
Fchsd2	1.57328131936588e-32	-0.162203409347636	2.81900546803978e-28	0.512	0.523	0.011
Il1rapl1	1.58560451358832e-32	-0.15153141363621	2.84108616744756e-28	0.993	0.995	0.002
Synj2	1.67776737842428e-32	0.306377033838845	3.00622358866062e-28	0.305	0.248	0.057
R3hdm2	1.79404585120395e-32	0.132225201121436	3.21457135618725e-28	0.89	0.855	0.035
Lrp8	2.07062704459189e-32	0.295200566694835	3.71014953849976e-28	0.34	0.28	0.06
Rims3	2.92730045648628e-32	0.309147719724224	5.24513695793212e-28	0.326	0.265	0.061
Dnaja2	2.99519177031227e-32	0.23497351261837	5.36678461404552e-28	0.357	0.3	0.057
Pou6f1	3.28592378844704e-32	0.270565954009666	5.88771824413941e-28	0.342	0.283	0.0590000000000001
Fam13b	3.35069010228832e-32	0.109946390304529	6.00376652528021e-28	0.531	0.478	0.053
Ggt7	3.61998101799694e-32	0.165950060839415	6.48628198804691e-28	0.415	0.36	0.055
Smad3	4.79391023017962e-32	0.302264045641798	8.58972835043584e-28	0.348	0.288	0.06
