gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_0	percent_3	percent_difference
Fmo1	7.5874963303452	-0.555417182212573	0.59253268499265	-0.937361256652809	0.348572762989131	0.999919888928009	1	1	0
Fmo2	1.18341676756879	-2.00628951104203	1.69209699544751	-1.1856823317102	0.23574777454941	0.999919888928009	0.75	0.4	0.35
Fmo3	0.659139222289238	-1.35825906771531	2.28676203472743	-0.593966073902048	0.552534804358308	0.999919888928009	0.5	0.2	0.3
Mroh9	0.872468309168341	-2.62791528767159	1.71823914692916	-1.52942347540399	0.126159496461633	0.999919888928009	1	0.2	0.8
Prrx1	32.4148173396319	0.458747160905253	0.364826331961137	1.25743983017684	0.208594414071397	0.999919888928009	1	1	0
Gorab	145.254759940217	0.0542047938486421	0.146323598336593	0.370444647786429	0.7110512120904	0.999919888928009	1	1	0
Mettl11b	1.81686715905699	-2.14623013475826	1.24557747817019	-1.72308039634048	0.0848739873621801	0.999919888928009	1	0.6	0.4
Kifap3	3309.49050629432	-0.0866152669692443	0.0629406456552208	-1.37614201550631	0.168777669791948	0.999919888928009	1	1	0
Scyl3	411.181006378633	0.0779868367798443	0.0993788053734661	0.784743150078825	0.432604177870334	0.999919888928009	1	1	0
BC055324	46.7119724791667	-0.265657767927581	0.247896376676744	-1.07164845040877	0.283877962763883	0.999919888928009	1	1	0
Mettl18	53.061027144719	0.181500814911974	0.349227220484973	0.519721271039305	0.603257859082528	0.999919888928009	1	1	0
Selp	0.216955866004802	-0.348899507627031	3.35853696789923	-0.10388437315468	0.917261108418979	0.999919888928009	0.25	0.2	0.05
F5	1.39585861347291	-0.439747459032922	1.1689049522753	-0.376204633385243	0.706764771074992	0.999919888928009	1	0.8	0.2
Slc19a2	158.564129406424	-0.110432006184297	0.154120899318894	-0.716528431071511	0.473665118539528	0.999919888928009	1	1	0
Ccdc181	117.991792409083	-0.103343975216677	0.162181541713608	-0.637211695762327	0.523986960408161	0.999919888928009	1	1	0
