gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_WT	percent_PS19	percent_difference
Xkr4	32704.0306135506	-0.155634514051301	0.114501009444334	-1.35924141460923	0.174070101771596	0.999483113223508	1	1	0
Rp1	10.8166955636024	-0.308254978369931	0.598780533099924	-0.514804609251533	0.606689564132545	0.999483113223508	1	1	0
Sox17	0.310124046480509	1.91016882713832	3.59480619733032	0.531369070342903	0.59516305039288	0.999483113223508	0	0.666666666666667	0.666666666666667
Mrpl15	378.701518234208	-0.0370590275826902	0.11486396687398	-0.322634056538798	0.746972398492096	0.999483113223508	1	1	0
Lypla1	646.444647936967	-0.0340736262586934	0.104129570700798	-0.327223343276803	0.743498966507745	0.999483113223508	1	1	0
Tcea1	1509.8154745516	-0.0608088065523051	0.0789499590011041	-0.770219608998843	0.441169633945551	0.999483113223508	1	1	0
Rgs20	1520.03818690765	0.312053139352482	0.187908246411941	1.66066761470588	0.0967802210599832	0.999483113223508	1	1	0
Atp6v1h	3134.63005052977	-0.0362316419698022	0.0896332369372305	-0.404221059149911	0.686050169070433	0.999483113223508	1	1	0
Oprk1	241.356519189434	-0.266041086929652	0.30996973327531	-0.858280852515877	0.390737399753617	0.999483113223508	1	1	0
Npbwr1	1.93873450571597	-0.727938044974817	1.20382677552961	-0.604686703911009	0.545387184303517	0.999483113223508	1	1	0
Rb1cc1	4218.47473673594	-0.0153560501675474	0.0708439436556601	-0.216758827574395	0.828396299914704	0.999483113223508	1	1	0
Alkal1	26.5537219279556	0.163048830588086	0.336831389114482	0.484066615693792	0.628338593029076	0.999483113223508	1	1	0
St18	294.510418109829	-0.121569202145354	0.316740917138524	-0.383812749055679	0.701117238089627	0.999483113223508	1	1	0
Pcmtd1	4678.26969119927	-0.0876402106697785	0.0814686107677222	-1.0757543284941	0.28203714291178	0.999483113223508	1	1	0
Sntg1	25225.1175307817	-0.0370136973034155	0.10590291180998	-0.349505945311766	0.726709508198092	0.999483113223508	1	1	0
Rrs1	52.0817271894372	-0.0445444815263835	0.316569061320215	-0.140710154493986	0.888098922788716	0.999483113223508	1	1	0
Adhfe1	65.0181845670096	0.0163955298506839	0.221698134300215	0.0739542978222888	0.941046750680884	0.999483113223508	1	1	0
Vxn	1455.88985718294	0.223650480012798	0.109173120134125	2.0485855835029	0.0405026555355354	0.999483113223508	1	1	0
Mybl1	65.7567258554869	-0.0156556353177111	0.21724455555427	-0.0720645692490101	0.942550522529163	0.999483113223508	1	1	0
Vcpip1	881.826225207141	-0.0852538254621239	0.105551330714249	-0.807700148214383	0.419263218271261	0.999483113223508	1	1	0
Sgk3	1274.71730353303	0.0686967902831974	0.0924082708952775	0.743405212733053	0.457236389303093	0.999483113223508	1	1	0
Mcmdc2	430.455756575163	-0.192897710915609	0.118675127318925	-1.62542661864791	0.104071687911409	0.999483113223508	1	1	0
Tcf24	4.51497717651204	0.520604433630875	0.755435597736462	0.68914469372476	0.490732216768272	0.999483113223508	1	1	0
Ppp1r42	69.3288014842616	0.114268603826989	0.214401743806495	0.532964899437202	0.594057878224952	0.999483113223508	1	1	0
Cops5	799.788770179681	0.0550208089746122	0.118307456148966	0.465066283779556	0.641883990011101	0.999483113223508	1	1	0
Cspp1	5062.83370628927	0.0167153876295846	0.0758873203534978	0.220265883045035	0.825664089047853	0.999483113223508	1	1	0
Arfgef1	3730.80885116289	0.0144529106888837	0.0643729350110082	0.224518435991961	0.822353923208051	0.999483113223508	1	1	0
Cpa6	493.256360768703	0.429446699874151	0.262571232007106	1.63554360693455	0.101935141095726	0.999483113223508	1	1	0
Prex2	588.399449164635	-0.419814194996586	0.215402716848688	-1.94897353728129	0.0512985850330233	0.999483113223508	1	1	0
A830018L16Rik	9540.75649052964	-0.0529029086024947	0.116918238360322	-0.452477811369831	0.650924802481817	0.999483113223508	1	1	0
Sulf1	1144.44851567736	0.132801546667354	0.233785830515459	0.568047885428083	0.570002453172812	0.999483113223508	1	1	0
Slco5a1	200.309414977368	-0.370018328300506	0.203069799177817	-1.82212386971684	0.0684361926564914	0.999483113223508	1	1	0
Prdm14	0.44361247005485	-0.776865616610039	2.93991802455951	-0.264247373607105	0.791589309074929	0.999483113223508	0.4	0.333333333333333	0.0666666666666667
Ncoa2	6731.43895810422	-0.0384265350903066	0.104042044937586	-0.369336599577204	0.711876848457409	0.999483113223508	1	1	0
Tram1	453.32550224962	-0.0465769801649258	0.118045135538003	-0.394569246353494	0.693160813616836	0.999483113223508	1	1	0
Lactb2	670.689201593065	-0.0530704204925534	0.0954594798824777	-0.555947094598563	0.578247022267697	0.999483113223508	1	1	0
Xkr9	1.70788568279745	-2.15165131067916	1.51641634794353	-1.41890537753506	0.15592660432028	0.999483113223508	1	0.333333333333333	0.666666666666667
Eya1	159.978302577671	-0.642373928049324	0.310356678636789	-2.06979250735279	0.0384717793334174	0.999483113223508	1	1	0
Msc	18.62564361839	-0.0142624629445892	0.549440479402512	-0.0259581583069724	0.979290712028824	0.999483113223508	1	1	0
Trpa1	5.95022831125377	-0.0553623978359304	0.802414760818673	-0.0689947400512003	0.944993806354917	0.999483113223508	1	1	0
Kcnb2	24105.1879277746	-0.0559270048059834	0.0863617999876812	-0.647589615014519	0.517250415888305	0.999483113223508	1	1	0
Terf1	1293.32253177164	0.0533453284557933	0.0954796586707358	0.558708830744317	0.5763604515997	0.999483113223508	1	1	0
Sbspon	35.856510928084	-0.125427316741286	0.318401692973062	-0.393927920326408	0.693634256183698	0.999483113223508	1	1	0
