gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_PS19	percent_WT	percent_difference
Xkr4	30021.3153448848	-0.115074973976522	0.067287656706887	-1.71019440426945	0.0872299301223338	0.696408541148281	1	1	0
Rp1	13.3015791086882	-0.277233398223065	0.313479693569306	-0.884374343570593	0.376494168091141	0.881545613548351	1	1	0
Sox17	1.00889936015293	1.45522159167839	0.995932504291444	1.46116487353097	0.143970200309596	0.758443935005613	0.888888888888889	0.222222222222222	0.666666666666667
Mrpl15	349.71316767856	0.0453767830508477	0.0734542094321149	0.617756060567014	0.536736151581667	0.93209656955418	1	1	0
Lypla1	606.479119243695	0.024464083027272	0.0579248177032376	0.422341994283127	0.672775410247283	0.96663180335594	1	1	0
Tcea1	1385.17461240135	-0.0217804769943636	0.0402994863160527	-0.540465375254365	0.588876133235817	0.944695081340989	1	1	0
Rgs20	1370.96105953798	-0.0384591960420031	0.133591080642351	-0.287887453691356	0.773432891049912	0.981362279641273	1	1	0
Atp6v1h	2978.45413775791	-0.0064353098092417	0.0512968407956481	-0.125452361381827	0.900165437110779	0.993194797211364	1	1	0
Oprk1	230.849248668903	-0.0715491073388394	0.210570950796141	-0.339786219648634	0.734017526271272	0.97493998285382	1	1	0
Npbwr1	2.43740653260398	-0.0905853994458773	0.572768662217027	-0.158153553819175	0.874335801730016	0.99141949288807	1	0.888888888888889	0.111111111111111
Rb1cc1	3939.54922051096	0.0330545142761958	0.0325723276436849	1.01480356693527	0.310199473116491	0.849872479467197	1	1	0
Alkal1	22.6816801759065	-0.0763933923700279	0.240143883682658	-0.318115086666038	0.750397640109178	0.978006679983707	1	1	0
St18	258.514503016982	-0.00167552016150449	0.362196045457528	-0.00462600346557613	0.996308996421124	0.999884755737092	1	1	0
Pcmtd1	4270.03268645719	-0.0471305803274803	0.0496051456929498	-0.950114744531006	0.34205395202018	0.868223376154489	1	1	0
Sntg1	22992.2291232314	0.00736895436219247	0.0627604613688304	0.117413960979137	0.906532021333063	0.994286284114066	1	1	0
Rrs1	46.3312363858968	-0.0813733567054226	0.171642850941027	-0.47408532461035	0.635439063216581	0.957096854350186	1	1	0
Adhfe1	62.9243986737941	0.0727558912723765	0.133452481596624	0.545182003376228	0.585628347740461	0.944314081477797	1	1	0
Vxn	1300.23831298499	0.0725447919426605	0.0907695589237856	0.799219394726513	0.424163207875367	0.895860024580829	1	1	0
Mybl1	63.5524401242938	0.0313700356514301	0.114339625833092	0.274358389953301	0.783809216538106	0.982799989362255	1	1	0
Vcpip1	801.512198295304	-0.0604994319323665	0.0599603695681125	-1.00899031090263	0.312979280965208	0.851392724771242	1	1	0
Sgk3	1160.71957474885	0.0191990722956392	0.0488352415322529	0.393139701847473	0.694216302196384	0.969268822584131	1	1	0
Mcmdc2	367.897978717622	-0.00227635792729463	0.0880780946758948	-0.025844768051251	0.979381154019949	0.999826090530985	1	1	0
Tcf24	4.75513713964428	0.273629693512268	0.405326475425369	0.675084678900156	0.499621967065495	0.921515847029604	1	1	0
Ppp1r42	60.6543832604559	0.106305495769663	0.123245438378529	0.862551159444637	0.388384293410783	0.885613247910039	1	1	0
Cops5	732.191195424073	-0.012094621102219	0.0608860254807529	-0.198643629744601	0.842541522050271	0.988186037019359	1	1	0
Cspp1	4600.74024051846	0.0317702314277447	0.0466970771562218	0.680347322841206	0.496284566983383	0.921237878934817	1	1	0
Arfgef1	3498.05272185919	0.0481055182069924	0.0346266472205247	1.38926295406615	0.164752804569694	0.773870409453336	1	1	0
Cpa6	438.509766743887	0.00362034403369369	0.188035907824288	0.0192534717202884	0.984638901228479	0.999826090530985	1	1	0
Prex2	510.509374033069	-0.207100011058636	0.134252316595524	-1.54261778351719	0.122923540618333	0.732785899091932	1	1	0
A830018L16Rik	8829.50473680684	-0.0076567381671135	0.0688323101025514	-0.11123755915944	0.911427968533914	0.995123292129712	1	1	0
Sulf1	1078.65871483012	0.0894306400101525	0.152885742896806	0.584950815659219	0.558580788725156	0.938295456665144	1	1	0
Slco5a1	179.845542382166	-0.163001479928812	0.117968520075818	-1.38173709243832	0.167052440838593	0.775093213463715	1	1	0
Prdm14	0.32341741699798	0.0492924710282218	1.61000123644366	0.0306164181197178	0.975575448521645	0.999703755120972	0.444444444444444	0.222222222222222	0.222222222222222
Ncoa2	6293.1212180814	0.0115684851901923	0.0536582909579524	0.215595483636584	0.829303076551981	0.987663561552209	1	1	0
Tram1	414.587230044112	0.0143064382158718	0.0691841461455535	0.206787812135067	0.836175574939431	0.987663561552209	1	1	0
Lactb2	621.715230080413	-0.000205927413448016	0.0481284428736552	-0.00427870508897634	0.996586097685846	0.999884755737092	1	1	0
Xkr9	1.53626528102167	-1.38114281929262	0.875357253403325	-1.57780473506426	0.114610475701416	0.727615813789179	0.444444444444444	0.888888888888889	0.444444444444444
Eya1	139.277430995454	-0.514290199426422	0.193410115394111	-2.65906567698621	0.00783576865162618	0.515201788844421	1	1	0
Msc	14.9232490526568	-0.0675400989337812	0.325475380901145	-0.207512158820684	0.835609897967957	0.987663561552209	1	1	0
Trpa1	4.66550909206423	0.486056505683204	0.47252970935878	1.02862634043218	0.30365529538151	0.847576949541681	1	0.888888888888889	0.111111111111111
Kcnb2	22163.24089871	0.00348202062385687	0.0449520187861218	0.077460828632059	0.938256951832631	0.997348667280515	1	1	0
Terf1	1193.74735517535	0.094822190302582	0.0606723332757901	1.56285715717511	0.118086196657379	0.731423621513599	1	1	0
