gene	p_val	avg_log2FC	p_val_adj	percent_3	percent_0	percent_difference
Kmt2a	3.42225612217735e-09	0.161806551195061	6.13576300145178e-05	1	1	0
Timp2	4.65085340100031e-07	0.245203277206127	0.00833851506265345	1	1	0
Bri3bp	9.80151298174417e-07	0.109085316308987	0.0175731326249691	1	1	0
Rps16	1.87599091578885e-06	0.579193029102455	0.0336346411291784	1	1	0
Ppp1r15b	4.59366028702941e-06	-0.00622299244987401	0.0823597352861503	1	1	0
Atp5e	5.65815419229074e-06	0.103898887337043	0.101445046513581	1	1	0
Pom121	7.51159346148273e-06	0.112792513324549	0.134675359170924	1	1	0
Izumo1r	1.10930309297608e-05	-0.381604374314499	0.198886951539681	0.6	1	0.4
Slitrk4	1.27214068270596e-05	0.195522201846658	0.228082103002352	1	1	0
Cped1	1.50689504676476e-05	-0.401679372516803	0.270171212934454	1	1	0
Xxylt1	1.74919223116184e-05	0.0844442545420787	0.313612675125007	1	1	0
Stac	2.62200409444551e-05	-0.38423143897029	0.470099114093135	1	1	0
Sema7a	3.1044385412318e-05	0.0946352521906957	0.556594786057449	1	1	0
Pnma8c	4.53479160174855e-05	0.103841236166823	0.813042786277498	1	1	0
Cdk5r1	5.49032632823354e-05	0.262590838047867	0.984360607388992	1	1	0
Irgq	5.70654642953391e-05	0.0358079009419194	1	1	1	0
Gpr27	6.09864293608827e-05	-0.0255346276550914	1	1	1	0
Rpl34	6.23562286901278e-05	0.237807966003079	1	1	1	0
Rpl9	6.91552288308363e-05	0.295730090034285	1	1	1	0
Rpl27a	7.18775443383611e-05	0.344873451693008	1	1	1	0
Rpl29	8.61327182094827e-05	0.195701685199236	1	1	1	0
Rplp0	9.19876188400526e-05	0.0451014080376386	1	1	1	0
Rps25	9.45223337725171e-05	0.216186474534069	1	1	1	0
Fam174a	0.000104494928453941	-0.230408900280699	1	1	1	0
Ciart	0.000107595566119622	-0.400078531377302	1	1	1	0
Klf6	0.000150000819949843	0.0170424996664154	1	1	1	0
Rps8	0.000159212682146613	0.521700580611041	1	1	1	0
Kcnc1	0.000162440764317949	0.285804376878482	1	1	1	0
Arntl	0.000168457746562988	0.139325698768958	1	1	1	0
Syngr1	0.000168615767388075	0.169452291640057	1	1	1	0
Zfp958	0.000170623411451851	-0.281376280652058	1	1	1	0
Itm2c	0.000179069462135547	0.194740385013003	1	1	1	0
Insrr	0.000190307354340303	-0.387100905875084	1	0.9	1	0.1
Tob1	0.000212902860592996	0.100694437351557	1	1	1	0
