gene	p_val	avg_log2FC	p_val_adj	percent_PS19	percent_WT	percent_difference
Vcam1	4.07646348834389e-05	1.83077757115552	0.730869138825176	1	1	0
Tspan2	0.000152149869576343	3.15953254395243	1	1	0.2	0.8
B4galt5	0.0028931075220797	-2.36946994977127	1	0.333	1	0.667
Tanc2	0.00404513357930008	-2.32381008909076	1	0.667	1	0.333
Commd10	0.00419676098331057	-1.82053170607746	1	0.333	0.8	0.467
BC005537	0.00432463110352832	-2.36478243758766	1	0	1	1
Mthfd1l	0.00468055454024329	2.79505347411799	1	1	0.4	0.6
Rasgrf2	0.00615661047004585	-1.75561558113681	1	0.667	0.8	0.133
Vcl	0.00695393867452775	1.00099984606843	1	1	1	0
Lmo2	0.00921354870401367	-1.10214989887828	1	1	1	0
Magi1	0.0111736542348039	-0.852389781943719	1	1	1	0
Tspan13	0.0145800469297298	-1.24249118174465	1	1	1	0
Lmntd1	0.0159932802940942	-0.939072450056928	1	1	1	0
Rfx3	0.0160621325964698	-1.82640305660374	1	0.333	0.8	0.467
Gphn	0.0165550381189021	-1.00070666227853	1	1	1	0
Pafah1b1	0.0166844033229294	1.61455705588402	1	1	0.8	0.2
Tug1	0.0172279837226197	-1.90015785772771	1	0	1	1
Ggnbp2	0.0180106251769223	-1.64993886549644	1	1	1	0
Nav2	0.018284039029559	-2.63524346507653	1	0.333	1	0.667
Wnt5b	0.0186055282347328	2.50200576960392	1	1	0.4	0.6
Golgb1	0.0187970553685021	1.69745299441843	1	1	0.6	0.4
Samd12	0.0202845804429166	-0.632640051910144	1	1	1	0
Sik1	0.0221672585621618	1.78230347161762	1	1	0.8	0.2
Gns	0.0222203000216811	-2.50214681730067	1	0.333	0.8	0.467
Frmd5	0.022355199053497	-0.460472304292447	1	1	1	0
Brwd3	0.0225821903060219	-1.66003881641769	1	0	0.8	0.8
Nfix	0.023511233969569	2.41724358566648	1	1	0.6	0.4
Abca1	0.0240930243291611	-1.2407020720941	1	1	1	0
Rbfox1	0.0253504658596209	-1.65512821238601	1	0.333	0.6	0.267
Timp3	0.0269170615564114	0.608706708300484	1	1	1	0
Styx	0.0270690075947234	2.28108582763625	1	1	0.6	0.4
Slco3a1	0.0271602695846311	2.07220459315024	1	1	0.6	0.4
Nmt1	0.0271818941398393	2.13118035450483	1	1	0.4	0.6
Phldb1	0.0272879297944959	2.11802587933589	1	1	0.4	0.6
Brap	0.0273532702452913	2.7216840990029	1	1	0.2	0.8
Tmeff1	0.02923718946769	2.12730376228359	1	0.667	0.6	0.0670000000000001
Secisbp2l	0.0298645498298594	-2.08005418346442	1	0.333	1	0.667
Zbtb38	0.0303886089017718	1.43665113403529	1	1	1	0
Usp8	0.0305356205796338	-1.66982517035497	1	0.333	0.8	0.467
Slit2	0.0306730542346574	-1.48588424420099	1	0	0.6	0.6
Clns1a	0.0308109867761014	-1.56108869630366	1	0	0.8	0.8
9930021J03Rik	0.0310631581745712	-1.57097379867304	1	0.667	1	0.333
Adgrl4	0.0315135693984257	0.571819107175034	1	1	1	0
Gatm	0.0318698134575629	-1.15445930324818	1	1	1	0
Snd1	0.0320869138363582	-1.48693271726297	1	1	1	0
Btaf1	0.0329741714948332	-2.16426300550284	1	0.333	1	0.667
Acsl4	0.0331158484469831	-1.7299980376269	1	0	1	1
Lamc1	0.0335169723654991	1.52683658837553	1	1	0.8	0.2
Itsn2	0.0338421372066597	0.86141747474961	1	1	1	0
Tra2a	0.0348542698091244	-1.77022810459624	1	0.333	1	0.667
Sh3glb1	0.0350949292461777	1.4128287887607	1	1	0.8	0.2
Ssbp1	0.0355556097626203	-1.83045907327964	1	0	0.8	0.8
Ndnf	0.0356025663955514	-0.848384536277012	1	1	1	0
Dpp4	0.0367718750286937	-1.55565717451958	1	0.333	0.8	0.467
Zyx	0.03762130506489	2.09294942920804	1	1	0.4	0.6
Usp15	0.0383766870776044	1.47509318283218	1	1	0.8	0.2
Sirt2	0.0384869817904203	2.79550750070941	1	1	0.2	0.8
Ythdf2	0.0389666534584467	-1.7379782236143	1	0.333	1	0.667
Arhgap35	0.0391661158659949	-2.01515289230216	1	0.333	0.8	0.467
Mnat1	0.0412074553249578	-1.09428432252627	1	1	1	0
Rab11fip1	0.041229563841535	-1.97941125857279	1	0.333	0.8	0.467
Sp140	0.0414197040729349	2.5491078401731	1	1	0.4	0.6
Zfp426	0.0417697370127769	2.158440933426	1	1	0.4	0.6
Srgap2	0.0436916948357953	-0.566807256987421	1	1	1	0
Wwox	0.0440904000387341	-0.432708720208943	1	1	1	0
Zfhx3	0.0446358865617404	-1.14651714568751	1	1	1	0
Htra1	0.044741640106626	2.59156152869654	1	1	0.2	0.8
Mast4	0.0454219387718549	0.632565889565109	1	1	1	0
Creb5	0.0454252144573705	3.25083482138492	1	1	0.2	0.8
Shroom2	0.0460673449709335	-0.807152311878744	1	1	1	0
Maml3	0.0464145607392025	-1.26569646417758	1	1	1	0
Birc2	0.0467269515442287	-1.89375905196131	1	0.333	1	0.667
Actn4	0.047223734117459	0.965005440365235	1	1	1	0
Nmi	0.0472575871973865	-1.75526991361171	1	0.667	1	0.333
Zfp592	0.0474429808782012	1.31219511448012	1	1	0.8	0.2
Pls3	0.0484705155154236	0.967979750241745	1	1	1	0
Phlpp1	0.0489866627005521	1.25048216883308	1	1	0.8	0.2
Lcp1	0.0491998706831607	-1.27457613778651	1	1	1	0
Osbpl8	0.0495917744750952	-1.16145709241861	1	1	1	0
Cryl1	0.0500054010032483	-1.56941209806473	1	0	0.8	0.8
Pon3	0.0501422597443127	2.08273143261564	1	1	0.6	0.4
Phactr2	0.0509732945897148	-1.16396528907832	1	1	1	0
Rpusd4	0.0513776141493756	-1.76646455709319	1	0	0.8	0.8
B3gnt2	0.0514696707667311	-1.29843748691189	1	0.667	1	0.333
Hlcs	0.0518601964369731	-1.6121859444175	1	0.333	0.8	0.467
Ttll5	0.0526021174667451	-1.66917525593224	1	0.333	0.8	0.467
Bcap29	0.0529018358282093	1.96582080946533	1	1	0.4	0.6
Bbs9	0.0538632524945479	-1.63371938169039	1	1	1	0
Kmt2c	0.0538656143396063	0.705092236529252	1	1	1	0
Ccnt1	0.0542972644102594	1.59960360749857	1	1	0.6	0.4
Cradd	0.0543811428054217	-1.54189514747612	1	0.667	1	0.333
Igfbp7	0.0547286887481166	0.824822302774639	1	1	1	0
Baz1b	0.0561219736600089	1.58158337865803	1	1	0.8	0.2
Gspt1	0.0561739725463321	1.64241798882384	1	1	0.8	0.2
Spag9	0.0570124610502995	0.541134477982776	1	1	1	0
Aqr	0.0572427033544407	-1.71912501861838	1	0	0.8	0.8
Arhgap23	0.0575386848019057	1.61053919409158	1	1	0.8	0.2
Hnrnpa2b1	0.0578485645139746	1.18132860919216	1	1	1	0
Srsf5	0.0578693346809669	0.888844922040313	1	1	1	0
Naa30	0.0586699946502261	-1.95061961286779	1	0.333	0.8	0.467
Phf2	0.0601139189027726	-1.6389482650377	1	0.333	1	0.667
Nelfb	0.0603631545835256	1.11136849708114	1	1	0.4	0.6
Ulk1	0.0605938390965738	-1.59454852621851	1	0.333	0.8	0.467
Sf3b3	0.06061209345736	-1.63175005035858	1	0.333	1	0.667
Cyld	0.0609790416321476	-2.00201104060695	1	0.333	1	0.667
Cdv3	0.0621991157434417	1.99181628993847	1	1	0.6	0.4
Glis2	0.0626422734532649	2.58350676990492	1	1	0.2	0.8
Rnf217	0.0632905273757972	-1.0554411988324	1	0.333	1	0.667
Bcl2l1	0.0647136579026966	0.827128256099324	1	1	1	0
Sdk1	0.0648757022595974	-0.717470817847937	1	1	0.8	0.2
Adamts9	0.0651286250768491	1.00494733423444	1	0.667	1	0.333
Tulp4	0.0653194788421482	1.37858139922553	1	1	0.8	0.2
Ddx50	0.065360012843154	-1.17265040124172	1	1	1	0
Tnip2	0.0660241254824291	-1.40595108769056	1	0.667	1	0.333
Dguok	0.0661828131167957	-1.55706605121266	1	0	1	1
Fam107a	0.0677015781931215	2.39460776188754	1	1	0.2	0.8
Ppp3ca	0.0678113061432175	-0.631558655648132	1	1	1	0
Bfar	0.0679096328162357	1.92575853056375	1	1	0.6	0.4
Cep128	0.0687050827652708	-1.30533712384464	1	0.333	0.6	0.267
Tmem45a	0.0699867191010769	-1.11297337770386	1	0.333	0.6	0.267
Gpbp1l1	0.0707381576397497	-0.982582680360127	1	0.667	0.8	0.133
Ywhab	0.0709027883222509	-1.46131119202052	1	0.333	0.6	0.267
Xrn2	0.0709790138566965	-1.61927643200862	1	0.667	1	0.333
Clic4	0.0710143412749332	0.730852238030905	1	1	1	0
Niban1	0.0712234828153137	-0.923386251268876	1	1	0.6	0.4
Hira	0.07176295544307	1.2530762432149	1	1	0.8	0.2
Eef2	0.072034844733526	-1.67183752769188	1	0.333	1	0.667
Klf9	0.0728224767430231	1.02624061878898	1	1	1	0
Sf3b1	0.0729649543044209	1.1481206687909	1	1	1	0
Rnf169	0.0732528313034937	-0.980622542059849	1	0.667	1	0.333
Upp2	0.073665568339828	-1.46792273246359	1	0.667	1	0.333
Tmem69	0.0737191893092154	2.679655510321	1	0.667	0	0.667
Inpp5a	0.0740870828510632	1.05911745811541	1	1	1	0
Tfrc	0.0743234988447408	-0.692052956995445	1	1	0.8	0.2
Yme1l1	0.0745365638737208	2.0264783152665	1	1	0.6	0.4
Dusp11	0.0746797692096445	1.53086196861922	1	1	0.8	0.2
Phip	0.0747678561662609	-0.694502699753175	1	1	1	0
Dhdds	0.0751939847907507	-1.50474905446142	1	0.333	0.8	0.467
Chtop	0.0754134289453596	-1.74942358109871	1	0.333	1	0.667
Rbms1	0.0767252882645849	0.536188714406587	1	1	1	0
Fto	0.0768066306245721	1.3207928767236	1	1	0.8	0.2
Gnai3	0.0770867929070734	-1.31626306880767	1	0.333	0.8	0.467
Smc5	0.0775836352174328	1.72432133331985	1	1	0.6	0.4
Srek1	0.0779031888411363	-1.71415582812116	1	0.333	1	0.667
Dennd5a	0.0780392676459322	1.06900851361373	1	1	0.8	0.2
Cab39	0.0786749826208664	1.5822352084456	1	1	0.6	0.4
Helz	0.0790576004011503	-1.19328488785807	1	0.667	0.8	0.133
