gene	p_val	avg_log2FC	p_val_adj	percent_PS19	percent_WT	percent_difference
Eln	0.00238704760495967	2.04401589575226	1	1	0.75	0.25
Rmdn1	0.00381918489805399	-1.93320366919291	1	0.833	0.75	0.083
Spaar	0.00413940330448749	3.18714377842889	1	1	0	1
Usp15	0.00442705834841835	-2.50404508832817	1	0.833	0.75	0.083
Snx27	0.00540453156991996	-3.32995404038656	1	0.5	0.75	0.25
Lpp	0.00651665416283552	0.870869125600121	1	1	1	0
Ints8	0.00908629144459852	2.729261815232	1	1	0.25	0.75
Ntn4	0.0109185358078084	-1.54953042555884	1	1	1	0
Dhx30	0.0132750177471994	-2.22834694141124	1	0.5	0.75	0.25
Entpd1	0.0142553730131215	1.83766565799594	1	1	0.75	0.25
Gcnt2	0.0143057977804233	1.30404767865632	1	1	0.75	0.25
Suz12	0.0177203180541628	-2.28169959527391	1	0.333	0.75	0.417
Rnf220	0.017976330755582	-2.07568558944275	1	0.5	0.75	0.25
Plcb4	0.0187737136435351	0.767807453791821	1	1	1	0
Septin8	0.0190091700399821	-1.64792361577688	1	1	1	0
Magi2	0.0190852290066501	1.69405404499294	1	1	0.75	0.25
Sema6d	0.0204944121141678	-1.92839101001941	1	0.5	0.75	0.25
Nadk	0.0205359491113017	-2.77405844819845	1	0.167	0.75	0.583
Dnajc19	0.020794294419693	-2.46665343449401	1	0.667	0.75	0.083
Zzef1	0.0218421494517024	-2.26292997606337	1	0.833	1	0.167
Camk2d	0.0219224271505583	-0.780781057924872	1	1	1	0
Fblim1	0.0225850115359736	-3.31791679920219	1	0.5	1	0.5
Gucy1b1	0.0234784961566234	-0.664943010224133	1	1	1	0
Pag1	0.0235811597750405	-1.73915497016644	1	0.5	0.75	0.25
Tnxb	0.0238417890111467	1.48295242682093	1	1	0.75	0.25
Mllt10	0.0242472105216739	-0.865955565229007	1	1	1	0
Coro2b	0.0247684984653749	-2.02177941125423	1	0.333	0.75	0.417
Atxn7l1	0.0248193164578053	-1.73556714994261	1	0.667	0.75	0.083
Brwd1	0.0252458675732839	-0.959863348242203	1	1	0.75	0.25
Med12l	0.0253091201731234	-2.55140741948735	1	0.167	0.75	0.583
Lrig1	0.0257041537343238	1.91079203614425	1	1	0.75	0.25
Tmcc1	0.0265822956035078	-0.561450547820697	1	1	0.75	0.25
Samd4	0.0271207734707924	1.59163598405815	1	1	0.75	0.25
Il34	0.0271653248690472	1.27233033697117	1	1	0.75	0.25
Ddx10	0.02765315314496	-1.74704023419495	1	0.5	0.75	0.25
Notch3	0.0281267369740471	0.146098723287343	1	1	1	0
Rpl6	0.0291412556885323	-4.16625607029228	1	0	0.75	0.75
Mphosph10	0.0291563247109086	-4.12111199153643	1	0	0.75	0.75
Prkar1a	0.0300254792031144	-1.66872166744149	1	0.667	0.75	0.083
Mxd4	0.0316263042129712	2.55791589779372	1	1	0.25	0.75
Lrif1	0.0317746911631075	-2.37387335093664	1	0.333	0.75	0.417
Emsy	0.0322758314719009	-1.14990488548327	1	1	0.75	0.25
Auts2	0.0324406799014768	1.36025044278189	1	1	0.75	0.25
Ppp3ca	0.0325439975136018	1.52481992936816	1	1	0.75	0.25
Bcam	0.0328299818793028	2.16240809167395	1	1	0.5	0.5
Septin7	0.033123423784444	-0.936251532101166	1	1	1	0
Ube2e3	0.0332505299997206	-1.46025844746126	1	0.833	0.75	0.083
Hprt	0.0339425095716236	-2.14167605609626	1	0.333	0.75	0.417
Sfr1	0.0340210542400332	-2.45533786204851	1	0.333	0.75	0.417
