gene	p_val	avg_log2FC	p_val_adj	percent_PS19	percent_WT	percent_difference
Gfap	1.55417126581122e-12	1.26007834155291	2.78647366247294e-08	1	1	0
C4b	1.85137960876531e-08	0.999269787137199	0.000331933850055532	1	1	0
Tmeff2	2.1026699627196e-08	0.350809998926959	0.000376987697615996	1	0	1
Gm4951	9.66651330838851e-08	0.292928428067054	0.00173310917106098	1	1	0
Osmr	1.35312926753292e-07	0.557657463393912	0.00242602546375977	1	1	0
Ddx60	2.25144455394381e-07	0.734234169797847	0.00403661494076585	1	1	0
Aspg	3.13232295112822e-06	0.441848890699295	0.0561594181907779	1	1	0
Pnn	3.97484772283934e-06	-0.476340427051714	0.0712650448227865	1	1	0
Man1a	4.0987035657321e-06	0.798467203633934	0.0734856562300108	1	1	0
Creb5	5.10103633296628e-06	0.354551337564371	0.0914564804137525	1	1	0
Pdzd2	6.02338600641831e-06	0.733285136315565	0.107993287709074	1	1	0
Plpp1	9.06943115729025e-06	0.414987653571763	0.162605831219057	1	1	0
Cd44	1.04721132902145e-05	0.578943363322065	0.187754519180255	1	1	0
Mrps23	1.82288102846117e-05	0.227876528911816	0.326824339592803	1	1	0
Eftud2	2.02466323281942e-05	0.415516637160375	0.363001871012193	1	1	0
Nlrc5	2.41431167924205e-05	0.0978063760955936	0.432861940971307	1	1	0
Sbno2	3.52106432524041e-05	0.47813457470645	0.631291622872353	1	1	0
Dpysl3	4.14500422987407e-05	0.19306602449724	0.743157808374122	1	1	0
Slc39a14	5.4652969462688e-05	0.452559757663796	0.979873089496533	1	1	0
Ggta1	5.65734309452847e-05	0.575493478013332	1	1	1	0
Gldn	7.01241550717684e-05	-0.172115564645626	1	0.833	0	0.833
Serping1	8.345447549944e-05	-0.00361902632984878	1	1	0.5	0.5
Slc43a3	8.84117473937145e-05	0.0521275501456051	1	1	0.5	0.5
Mitf	9.02723808953003e-05	0.267791404272453	1	1	1	0
Samd4	9.09137818911909e-05	0.459760832430286	1	1	1	0
Castor2	9.33046067155544e-05	0.346724853844485	1	1	1	0
Adamtsl3	9.8880095884866e-05	0.403020604208078	1	1	1	0
Xbp1	0.000101880656233131	-0.872929466312967	1	0.667	1	0.333
Pappa	0.000118285600373473	-0.039290547898639	1	1	0.75	0.25
Cxcl10	0.000119722762640239	-0.212088328203714	1	0.833	0	0.833
Il1r1	0.000120980948023023	0.0878364029119132	1	1	1	0
Dst	0.00012396464651523	0.352063203187175	1	1	1	0
Gbp2b	0.000125818094791566	-0.308875943959402	1	1	0	1
Arhgap31	0.000146009468906743	0.362993403786149	1	1	1	0
Serpina3n	0.000161020991873114	0.0595344623438188	1	1	1	0
Sulf1	0.000247389238729449	0.954737464456696	1	1	1	0
Apbb1ip	0.00027862727165816	0.126567538303454	1	1	0.75	0.25
Epha7	0.000312564775930093	-0.954983282719553	1	1	1	0
Ank2	0.000342624176238673	0.235142626512329	1	1	1	0
Gm12394	0.000367890081703682	-0.999792064990291	1	1	1	0
Cacna2d3	0.000372234580326637	0.0380117562515467	1	1	0.5	0.5
Sec24d	0.000380596955692765	0.397032316468866	1	1	1	0
Nox4	0.000381188920807791	0.15454822771055	1	1	1	0
S1pr3	0.000405753572546574	0.0542876125879126	1	1	1	0
Asap3	0.000407587659048939	0.352021350306917	1	1	1	0
Ewsr1	0.000420761293639856	-0.528542410561027	1	1	1	0
Rsad2	0.000423525855259523	0.00717447067948407	1	1	1	0
Pxdn	0.000434907427549155	0.299346112591997	1	1	1	0
Tmem167	0.0004536450393438	-0.64199424135734	1	1	1	0
Aebp1	0.00045686866058805	0.174357845464741	1	1	1	0
Met	0.000493699577359745	0.0467744082289283	1	1	1	0
Rpl7	0.000505340146242995	-0.91532629758954	1	0.5	1	0.5
Mical3	0.000511571424219805	-0.91266353131303	1	1	1	0
Shisa6	0.000524781838569856	0.830569860465014	1	1	1	0
Xaf1	0.00053975962245472	-0.0636687643898355	1	1	1	0
Zfp808	0.000593699661686417	0.280166129051612	1	1	1	0
Dynll1	0.000605008304665884	0.166098308836564	1	1	1	0
Sh3gl2	0.000617716197804071	-1.17101679933049	1	1	1	0
Map3k14	0.00064635115990003	0.252520173900675	1	1	1	0
Trim30a	0.000673404667129006	0.362309326287412	1	1	1	0
St8sia2	0.00067403236846736	0.0833409382232477	1	1	1	0
Lancl2	0.000678837667413562	-0.854321933772051	1	0.833	1	0.167
Uqcrfs1	0.000689886548213313	-0.948610269913676	1	0.667	1	0.333
Bcl3	0.000704519576067132	-0.218373995796072	1	1	0.25	0.75
BC051019	0.000777439992532591	-0.323793785333992	1	1	0	1
Kcnq3	0.000824985550143434	0.51102649006284	1	1	1	0
Gbp5	0.000835008115409064	-0.0337616316968106	1	1	1	0
Anxa2	0.000847303921116458	-0.0366926189498409	1	1	1	0
Fxr1	0.000898190249219795	-0.437707137574375	1	1	1	0
Sycp2	0.00092150995667058	-0.522330680607882	1	1	1	0
Trmt61a	0.00102725023683321	-0.767968659766916	1	0.167	1	0.833
Usp7	0.00116320355182816	-0.481708483603212	1	1	1	0
Fam241a	0.0012013958191799	-0.791537414619994	1	0.333	0.75	0.417
Prune1	0.00122479926166699	0.136541559233546	1	1	1	0
Tra2a	0.00123599559831484	-0.291390634328645	1	1	1	0
Prr5l	0.00124215078334053	0.0456803532603083	1	1	1	0
Gna14	0.00127200083711068	-0.233851026780284	1	1	0.5	0.5
Iigp1	0.00128549306023328	-0.0534971214661217	1	1	0.5	0.5
Hes5	0.00128915280540419	-0.58804549336047	1	1	1	0
Slco1a5	0.00129035823113002	-0.187454812703232	1	1	0.75	0.25
Klhdc8b	0.00130022580500949	0.0103708746698448	1	1	1	0
Erich1	0.00133813952696422	0.0895267450036732	1	1	1	0
Slc5a3	0.00134519216847418	0.418886682436574	1	1	1	0
Sgcd	0.00136023679943777	0.955033801800343	1	1	1	0
Olfm2	0.00136731178105696	-1.02119607514976	1	0.833	1	0.167
Gbp6	0.00137117988875028	-0.0466091558236177	1	1	1	0
Sctr	0.00143439966992757	0.234901364691593	1	1	1	0
Pdia6	0.00148092385618108	-0.88119898093134	1	1	1	0
Sema3c	0.00149450863355736	-0.234763596101369	1	0.833	0	0.833
Katnbl1	0.00158200771459619	-0.541689532380294	1	1	1	0
Rbm26	0.00161119133850925	-0.308468736595685	1	1	1	0
Rnf38	0.00170311434667277	0.269860188100058	1	1	1	0
Junb	0.00174013758039308	-0.264148646176142	1	0.667	0	0.667
Fam20c	0.0017610942421059	0.0465346173474681	1	1	1	0
Mrpl30	0.00176399161709129	-0.090332349414507	1	0.833	0.5	0.333
Srrm2	0.00186068313221409	-0.271689425070564	1	1	1	0
Ssbp2	0.00187043810622814	-0.291759279549003	1	1	1	0
Socs3	0.00189110896249687	-0.391936403592128	1	1	0	1
Arglu1	0.0019009255644102	-0.271462148584799	1	1	1	0
Smoc1	0.00191131267108638	0.276150172238882	1	1	1	0
Cpne8	0.00192264375863462	0.99496470814029	1	1	1	0
Mx2	0.00193041738300395	0.0183845755466683	1	1	1	0
Oasl2	0.0020577781489607	0.148011105766484	1	1	1	0
Slc43a2	0.00206997909160862	0.266539353070501	1	1	1	0
Tmem208	0.00208722010502271	-0.661567376676012	1	1	1	0
Fhod3	0.00210568931770456	-0.15858339332576	1	1	1	0
Clip3	0.00211068599639704	0.193981947528972	1	1	1	0
Iscu	0.00223735821699957	-0.0236385145397287	1	1	1	0
Cmya5	0.00226627096273879	0.236635188673463	1	1	1	0
Cep20	0.00233507532941804	-0.680428812132252	1	1	1	0
Herc6	0.00237285376622359	0.191018344374399	1	1	1	0
Dpysl4	0.00248464087671856	-0.205652748894746	1	0.833	0.5	0.333
Sfswap	0.0025177730301594	0.207697496963375	1	1	1	0
Mier2	0.0025451676547192	-0.106057233614201	1	1	1	0
Cebpd	0.00258551761884477	-0.0415591912107256	1	1	1	0
Slco1a6	0.00265068819512751	-0.280391271337044	1	1	0.25	0.75
Rgl1	0.0026944394892597	0.381435185834978	1	1	1	0
Zbtb41	0.00270610649797769	-0.635745329260629	1	1	1	0
Marchf4	0.00270665353852745	-0.3454347380959	1	1	0.25	0.75
Wdr26	0.00283808647516563	0.220286765500639	1	1	1	0
Rnf146	0.00288686432454366	-0.47808379512583	1	1	1	0
Slc25a30	0.00301890194215445	-0.330479334472936	1	0.833	0.25	0.583
Cuedc1	0.00303530795616447	0.336646680036892	1	1	1	0
Emb	0.00308207398267118	-0.768954098847616	1	0.333	1	0.667
Piezo2	0.00311387273070427	-0.421111221961491	1	1	0	1
Timm44	0.00311678249251307	-0.431931868364112	1	1	1	0
Tspan2	0.00317683389009352	-0.378277388687039	1	1	0.25	0.75
Pcdh10	0.0031872713835407	-0.362856431603953	1	1	1	0
Rnpc3	0.00318844131537417	-0.310433615534166	1	1	1	0
Ppp3cc	0.00325900466462212	0.249825877602907	1	1	1	0
Acss2	0.00326226416116246	-0.51221625558856	1	1	1	0
Edil3	0.00336329986353994	-0.333814943297466	1	1	0.25	0.75
Rigi	0.00336942314372222	0.11183714568071	1	1	1	0
Sorbs1	0.00339532553499944	0.286122445994821	1	1	1	0
Itga5	0.00349530080774447	-0.287770389289663	1	1	0.75	0.25
Ifi44	0.00351107388788755	-0.269428476468694	1	1	0.5	0.5
Zfp830	0.00354007184778603	-0.830550056601035	1	0.833	1	0.167
Glis3	0.00356759471813414	0.296319153114834	1	1	1	0
Ywhaz	0.00358373280296337	-0.894708074828836	1	1	1	0
Gja1	0.00375418382002561	-0.293376565224103	1	1	1	0
Lgmn	0.00382627250144597	0.16302876576244	1	1	1	0
Erbin	0.00395644030807572	0.219270347804371	1	1	1	0
Pcsk6	0.00398365174883608	0.189175806626455	1	1	1	0
Ski	0.00398711572030347	0.389928181492949	1	1	1	0
Gpx4	0.00405401947999631	0.260239779574063	1	1	1	0
Auh	0.00409989243800341	0.178813058600989	1	1	1	0
Mdfic	0.00420590309213191	0.071930443513657	1	1	1	0
Gng3	0.00423015222127751	-0.772168781005632	1	0.167	0.75	0.583
Scd2	0.004341385027351	-0.41012191957112	1	1	1	0
Tex11	0.00441401579841862	0.178179042438693	1	1	1	0
Map3k20	0.00448904902930739	0.250227563702679	1	1	1	0
Gng7	0.00463436412726045	0.0827818167317445	1	1	0.75	0.25
Prdx1	0.00469304369281931	-0.367691007452251	1	1	1	0
Stat3	0.00489763474398751	0.310090098535734	1	1	1	0
Mrpl12	0.00495354776200086	-0.845711309459007	1	0.667	0.75	0.083
Prune2	0.00500989895077233	0.324743159956286	1	1	1	0
Shroom3	0.00504522286362438	0.396952090196405	1	1	1	0
Rapgef6	0.00505839750908017	0.256884153986805	1	1	1	0
Dipk2a	0.00508954118923233	-0.882324257169826	1	1	1	0
Fbxl5	0.00510032257076027	-0.6714373500803	1	1	1	0
Casp12	0.00513051151780138	-0.391675789157712	1	0.833	0	0.833
Ktn1	0.00515744810722793	-0.329752751460573	1	1	1	0
Blnk	0.00522151809217838	-0.41347977883645	1	0.833	0	0.833
Gbp2	0.0052650086550307	-0.251714084454004	1	1	0.5	0.5
Ier5	0.00529674120949879	-0.815940421879026	1	0.5	1	0.5
Abca3	0.00529771457152069	0.268523089939144	1	1	1	0
Cyb5r3	0.00532572398216123	-0.229812127862908	1	1	0.5	0.5
Alg10b	0.00542542822008555	-0.750853414561283	1	1	1	0
Rai14	0.00559197225379161	-0.0826984166595668	1	1	0.75	0.25
Zscan25	0.0056068876631058	-0.741549321596766	1	1	1	0
Pik3ip1	0.00560929379649548	0.25982282682794	1	1	1	0
Mtss1	0.00568327329207309	0.220235568654039	1	1	1	0
Psmc3	0.00576407214269982	-0.796288407460233	1	1	1	0
Dnm3	0.00583163799306408	0.240122922908917	1	1	1	0
Grm5	0.0058320450327671	0.953093368318981	1	1	0.75	0.25
Trim39	0.00593046014988695	0.0981472210035255	1	1	1	0
Bcl9	0.00597045491939208	0.192146369331036	1	1	1	0
Zfp329	0.00612301065504324	-0.497061650646757	1	1	1	0
Fjx1	0.006229205266443	-0.577258269065226	1	1	1	0
Ppfibp1	0.00625107685321273	-0.0537793266623616	1	1	0.75	0.25
Ppt1	0.00631786108276312	-0.559386494963269	1	1	1	0
G0s2	0.00634164931933993	-0.773161019658175	1	1	1	0
Nucb2	0.00639300564529112	-0.221604429895795	1	1	0.5	0.5
F830016B08Rik	0.00640170976116292	-0.243284138209347	1	1	0.5	0.5
Irgm1	0.00646859757362613	-0.096854242648386	1	1	1	0
Ccnl1	0.00649776310825448	-0.351287629777057	1	1	1	0
