gene	p_val	avg_log2FC	p_val_adj	percent_3	percent_0	percent_difference
Cap2	0.000152765780980233	-3.18007282441741	1	0.4	1	0.6
Psd3	0.000202401431806944	1.0312929085006	1	1	1	0
Mast4	0.00020384460787767	0.997230851577056	1	1	1	0
Ankrd12	0.000540171122823534	-1.36876620688251	1	0.8	1	0.2
Per2	0.00082281056253611	-3.50697514938251	1	0	1	1
Chn1	0.00175483996909362	-2.45284655793921	1	0.6	1	0.4
Grk5	0.00185137958815407	1.27834725784396	1	1	1	0
Galnt17	0.00204249821621242	3.00846506611879	1	1	0.6	0.4
Thra	0.00229731239911624	3.86042335041502	1	1	0	1
Adamts14	0.00244800645125682	-3.4666070485905	1	0	1	1
Itga8	0.00311682962111572	-0.571796619496125	1	0.8	1	0.2
Acyp2	0.00318744400918108	-3.29426908236262	1	0	1	1
Asap2	0.00325974693452537	1.36256369305691	1	0.8	1	0.2
Prex2	0.0032817720392527	-0.722058862772341	1	1	1	0
Pcdh7	0.0039528090109296	3.15188194345781	1	0.8	0.4	0.4
Prickle2	0.00418374981641991	-3.22133969632808	1	0	1	1
Akt3	0.00422077026790162	-1.47484038236185	1	0.6	1	0.4
Trpc3	0.00678420611420212	0.84229744208608	1	1	1	0
Axin2	0.00690108618335619	-2.73722198447257	1	0.2	1	0.8
Pla1a	0.00717341343952575	-1.4886779709219	1	0.8	1	0.2
Trpm7	0.00733861372673823	-1.47690972845447	1	0.8	1	0.2
Cep350	0.00871499302947592	-1.87282632925809	1	0.8	1	0.2
Glud1	0.00874600830796337	-0.189558796590631	1	0.6	1	0.4
Plxdc1	0.00972617722359253	0.969919761434685	1	0.8	1	0.2
Chd9	0.010834901399067	-0.431845087801953	1	1	1	0
Dbp	0.010898448265555	-1.77313644164195	1	0.4	1	0.6
Numa1	0.0113335500844326	1.51111867746826	1	0.8	0.6	0.2
Arhgap24	0.0117556415592687	-1.9863353093744	1	0.6	1	0.4
Daam1	0.0121977870455681	0.866649537029017	1	0.8	1	0.2
Actb	0.0122391014612355	1.23815000302138	1	1	1	0
Ghr	0.0126651967143574	-1.19011302077651	1	0.8	1	0.2
Apba1	0.0130204448715345	-1.79360595286968	1	0.8	1	0.2
Ppfibp1	0.0133270544001763	1.3376209073004	1	0.8	0.8	0
Pde4d	0.0133838596072007	0.721141175549525	1	1	1	0
Camk1d	0.0140386651602292	-2.56645118249522	1	0.4	1	0.6
Nt5c2	0.014872582102014	-1.64348462660619	1	0.8	1	0.2
Frmd4b	0.0156202913461469	-0.483971597307158	1	1	1	0
Cblb	0.0157654108515414	-1.64504956722015	1	0.6	1	0.4
Mical2	0.0158871180192306	-2.08030525095923	1	0.6	1	0.4
Cltc	0.0167079953877034	-2.29613847158836	1	0.4	1	0.6
Ahnak	0.0167761148155495	-1.85993541361509	1	0.6	0.8	0.2
Hnrnph1	0.0188266957027344	-1.50436680282302	1	0.8	1	0.2
Mthfd1l	0.0191271962571763	-2.97812358114383	1	0	0.8	0.8
Immp2l	0.0199238810796692	1.61988338333525	1	1	1	0
Fermt2	0.0207747031867486	1.08695536417966	1	1	1	0
Etv1	0.0211483044110752	-1.63084230874887	1	0.6	1	0.4
Wdr48	0.0212224509095634	2.62241503115851	1	0.6	0.2	0.4
Ggta1	0.0224106110271011	1.38134319050383	1	1	1	0
Mef2c	0.0227663702447037	-0.609056958177598	1	1	1	0
