gene	p_val	avg_log2FC	p_val_adj	percent_3	percent_0	percent_difference
Gpcpd1	1.32385199659593e-06	-2.775387009787	0.0237207800750059	0.042	0.254	0.212
Arhgef12	1.52050810603243e-06	-1.88193597214732	0.027244464243889	0.078	0.333	0.255
Vps50	8.33819777020477e-06	-3.23119841540123	0.149403827646529	0.024	0.19	0.166
Cox4i1	8.56146168584202e-06	-3.30294066526828	0.153404270486917	0.018	0.175	0.157
Acap2	8.7342977501759e-06	1.49601388059612	0.156501147087652	0.569	0.27	0.299
Pkp4	1.14322011192866e-05	-2.2650053182254	0.204842179655377	0.054	0.254	0.2
Atp8a1	2.59836162721571e-05	-0.985176655288583	0.465574436364511	0.503	0.778	0.275
Cdin1	3.63811911211173e-05	-2.25024853333041	0.651878182508179	0.054	0.238	0.184
Prune2	5.58196399777179e-05	-2.5920218757047	1	0.072	0.254	0.182
Cnnm2	5.62865318362919e-05	-6.99732591296541	1	0	0.095	0.095
Kdm5d	5.62865318362919e-05	-7.25879197831431	1	0	0.095	0.095
Man1a	6.08985111772463e-05	2.37039730913055	1	0.389	0.127	0.262
Pid1	9.18631275059382e-05	1.22553636185765	1	0.479	0.19	0.289
Tmem199	9.93829917692698e-05	-4.81971982442229	1	0.006	0.111	0.105
Nup160	0.000102290650286674	-4.65070689187726	1	0.006	0.111	0.105
Slc24a3	0.000115303643469461	2.04274405967324	1	0.293	0.048	0.245
Usp10	0.000128637828378781	-2.39060396536452	1	0.03	0.175	0.145
M6pr	0.000136655606099472	-3.30411200564402	1	0.012	0.127	0.115
Nav1	0.000141386651581496	-2.05951731285722	1	0.018	0.143	0.125
Riok1	0.000154921826952448	-2.66330632264579	1	0.024	0.159	0.135
Myl6	0.000158793375665873	-2.87498733870249	1	0.018	0.143	0.125
Ptpro	0.000159422065038103	4.38400688534713	1	0.222	0.016	0.206
Ogdh	0.000244011376211546	-1.67238280397273	1	0.108	0.302	0.194
Rbis	0.000244325018399004	-6.64551789502313	1	0	0.079	0.079
Limch1	0.000244325018399004	-7.48725404736552	1	0	0.079	0.079
Pdpr	0.000244325018399004	-6.97328988355345	1	0	0.079	0.079
Cog2	0.000244325018399004	-7.33198365766063	1	0	0.079	0.079
Tab3	0.000244325018399004	-6.50986047529521	1	0	0.079	0.079
Ambra1	0.000252266764269242	1.63507964330214	1	0.461	0.222	0.239
Zfp869	0.000320844642747883	-1.92409062820174	1	0.042	0.19	0.148
Rnf138	0.000391020702590695	-2.49846187599523	1	0.03	0.159	0.129
Synj2bp	0.000414782263951421	-1.65711718469561	1	0.03	0.159	0.129
Sin3b	0.0004243539129289	-4.15435223364741	1	0.006	0.095	0.089
Zfp266	0.0004243539129289	-4.30115680957099	1	0.006	0.095	0.089
Cdkl3	0.000436472625106508	-4.26245706345953	1	0.006	0.095	0.089
Eps15	0.000484828985503848	2.11932272927096	1	0.299	0.079	0.22
Rpl17	0.000488251730255425	-3.81464982985254	1	0.006	0.095	0.089
Ccdc58	0.000513885982496745	-2.98356202797143	1	0.018	0.127	0.109
Slc39a10	0.000515558325462277	-3.79106148873952	1	0.012	0.111	0.099
Gng2	0.000525146090177002	1.71559278305347	1	0.365	0.143	0.222
Ppm1a	0.000582858439135369	-3.19316523710398	1	0.012	0.111	0.099
Trak1	0.000633437325241868	3.14067114853314	1	0.216	0.032	0.184
Galk2	0.000636337622459599	3.31367015529512	1	0.198	0.016	0.182
Ralgapa1	0.000690059179755969	-1.33895022376726	1	0.096	0.27	0.174
Ric8b	0.000692859094307138	-2.29526926336029	1	0.042	0.175	0.133
Ptk2b	0.000694733420357805	2.01010934872011	1	0.383	0.175	0.208
Ktn1	0.00070359112243126	-1.69962468884325	1	0.078	0.238	0.16
Man1a2	0.000704641032026895	1.43988624979806	1	0.407	0.175	0.232
N4bp2l1	0.000727615781661304	6.95316855079239	1	0.162	0	0.162
Nrd1	0.000828168385267508	-1.40401054638361	1	0.084	0.254	0.17
Atxn7	0.000920398217592972	1.77718425934916	1	0.311	0.095	0.216
Wdr70	0.000937545716388476	-2.27804316517912	1	0.054	0.19	0.136
Tjp1	0.000974812896577518	-1.49523471279644	1	0.108	0.286	0.178
Osbpl9	0.00102432594683281	1.58543474864453	1	0.335	0.111	0.224
