gene	p_val	avg_log2FC	p_val_adj	percent_PS19	percent_WT	percent_difference
Ptpn9	1.54458182547387e-07	1.41533104666278	0.00276758171488407	0.424	0.216	0.208
Ubr5	1.43560345002129e-05	1.60035572562568	0.257231426174816	0.269	0.113	0.156
Trps1	1.66099024419897e-05	-0.780867633868509	0.297616231955571	0.345	0.507	0.162
Dcaf1	2.11451139191468e-05	3.93010875772823	0.378878151203272	0.093	0.005	0.088
Med13	4.38378563116757e-05	-1.2652934243652	0.785486709392605	0.138	0.272	0.134
Insr	4.49500946465853e-05	1.02680353069415	0.805415795877515	0.362	0.202	0.16
Zfp638	7.40188014662811e-05	1.23980678386087	1	0.266	0.122	0.144
Ccdc191	0.000104962355284142	-2.43314121561335	1	0.034	0.122	0.088
Btbd3	0.000110755220864826	1.15401795619346	1	0.245	0.108	0.137
Nup153	0.000151439917607018	-2.67637846379512	1	0.031	0.113	0.082
Aopep	0.000281157996817134	0.661885953817432	1	0.469	0.324	0.145
Tomm34	0.000357494324388807	-2.27604684147768	1	0.017	0.085	0.068
Tbl1x	0.00042615452075552	-0.914804471399634	1	0.286	0.404	0.118
Rc3h2	0.000464287064038029	-2.15178379161823	1	0.041	0.122	0.081
Acvr2a	0.000487088217901544	-3.45724555502946	1	0.003	0.052	0.049
Gucy1b1	0.000496854396943922	-0.506148868811858	1	0.428	0.582	0.154
Prr5l	0.000517698481771225	2.00901097023913	1	0.121	0.033	0.088
Col18a1	0.000569359130199324	1.93637747093256	1	0.117	0.033	0.084
Jam3	0.000571880571234401	1.94114435570669	1	0.086	0.014	0.072
Sema6d	0.00059306508690724	-1.99706686621651	1	0.045	0.127	0.082
Ehmt1	0.000608630136770031	-1.01144010430398	1	0.121	0.23	0.109
Rps29	0.000661291488921336	-2.99446094911977	1	0.01	0.066	0.056
Uqcc1	0.000673833582421723	1.68466783249796	1	0.117	0.033	0.084
Ralgapa1	0.000838858516455931	0.63945317441922	1	0.441	0.291	0.15
Zc3h11a	0.000893789289544952	-7.10580320286408	1	0	0.038	0.038
Prpf4b	0.00101209873489594	0.619687908214761	1	0.383	0.239	0.144
Ptgds	0.00112078168535531	-1.20975109668027	1	0.066	0.155	0.089
Med27	0.00116423510038854	6.46828845711214	1	0.048	0	0.048
Mark1	0.00121657561538796	0.997634132425294	1	0.355	0.235	0.12
Cdh4	0.00128262769152475	2.53944564295849	1	0.086	0.019	0.067
Rere	0.00133344480595143	0.487887935285833	1	0.61	0.474	0.136
Nfkb1	0.00133862837002681	-1.34319352228551	1	0.117	0.216	0.099
Coro2b	0.00146803645083977	-1.40482517511126	1	0.055	0.136	0.081
Ints8	0.00147122494348571	1.47564848507044	1	0.145	0.056	0.089
Tm4sf1	0.00157548001828207	-1.4259335890962	1	0.062	0.146	0.084
Mllt3	0.00165976462247943	0.536765700933705	1	0.586	0.474	0.112
Zfp407	0.00166879326339249	1.18953012535213	1	0.21	0.103	0.107
Fxr1	0.00167391566076456	1.49774788632678	1	0.138	0.052	0.086
Csnk1g1	0.00170374828847564	1.06203226993386	1	0.248	0.131	0.117
Spata1	0.00179218807326601	3.23054446306021	1	0.066	0.009	0.057
Pbxip1	0.00181854217037724	1.96431268940496	1	0.076	0.014	0.062
Mettl21a	0.00190832910707267	-7.01618795667327	1	0	0.033	0.033
Med12l	0.00190832910707267	-6.41456509421955	1	0	0.033	0.033
Il4ra	0.00190832910707267	-6.82153370333674	1	0	0.033	0.033
Bbs2	0.00190832910707267	-6.58252447304715	1	0	0.033	0.033
Mvp	0.0019275732063824	2.77842811757745	1	0.066	0.009	0.057
Anapc1	0.00198783274620442	1.65412158309468	1	0.145	0.061	0.084
Lin7a	0.00201915550612387	0.774289438452582	1	0.476	0.357	0.119
Pex13	0.00212467578111481	-3.31402051619564	1	0.003	0.042	0.039
Zeb2	0.00214297816774976	-0.440698465945883	1	0.403	0.549	0.146
Dock10	0.00227092523723689	0.597065891422844	1	0.41	0.291	0.119
Actn4	0.00234423820982052	0.646699486720672	1	0.341	0.225	0.116
Ryr2	0.00243988351660285	3.04693558749128	1	0.072	0.014	0.058
Itsn2	0.00250514464138326	-1.1214483464382	1	0.069	0.15	0.081
Pex2	0.00255060685493053	-2.97062658607068	1	0.01	0.056	0.046
Grk3	0.00262005026615087	1.19298901441378	1	0.162	0.075	0.087
Fbxl20	0.00263995532996199	1.31301834241978	1	0.114	0.038	0.076
Pard3	0.00264594723565057	-0.330521235703816	1	0.524	0.648	0.124
Stt3a	0.002696111887376	-2.62992227351207	1	0.01	0.056	0.046
Stox2	0.00269615911143328	6.79534171872126	1	0.041	0	0.041
Ubtf	0.00269615911143328	6.59101971012358	1	0.041	0	0.041
Tspan17	0.00277382465036965	-2.15970186431738	1	0.021	0.075	0.054
Akap10	0.00298066888541703	0.795801999709013	1	0.207	0.103	0.104
Srek1	0.00303817461829339	1.00745778105767	1	0.19	0.094	0.096
Dynll1	0.00320362070465027	-2.07313521640832	1	0.024	0.08	0.056
Tgs1	0.00346782460347447	-3.5491879108583	1	0.007	0.047	0.04
Pip4k2c	0.00346782460347447	-3.18267523281067	1	0.007	0.047	0.04
Phlpp1	0.00353629634877127	0.694007379681364	1	0.469	0.362	0.107
Eif2b4	0.00360087762308963	-2.96745060146078	1	0.007	0.047	0.04
Cmc4	0.00362803902361032	-2.77770368958272	1	0.007	0.047	0.04
Bclaf1	0.00362868007701977	-0.988058244773567	1	0.162	0.254	0.092
Fbxw11	0.00365181587875369	1.06931634149702	1	0.2	0.108	0.092
Zfp119a	0.00365538662078809	-2.86277429024579	1	0.007	0.047	0.04
Ttc33	0.00370310141160588	-2.19931783454234	1	0.014	0.061	0.047
Skp1	0.00388100660802137	-2.23582775769901	1	0.007	0.047	0.04
Rbm10	0.00395702336329674	3.24777569292574	1	0.059	0.009	0.05
Myl9	0.00397514910585379	0.901295934818548	1	0.231	0.127	0.104
Fubp3	0.00409470876641538	-6.75077506695892	1	0	0.028	0.028
Gid8	0.00409470876641538	-6.52027346915514	1	0	0.028	0.028
Pgm1	0.00409470876641538	-6.53755312727138	1	0	0.028	0.028
Mphosph10	0.00409470876641538	-6.59486045788909	1	0	0.028	0.028
Aen	0.00409470876641538	-6.58673278742492	1	0	0.028	0.028
Ptger1	0.00409470876641538	-7.55548136042453	1	0	0.028	0.028
Ccng1	0.00409470876641538	-6.7392807553636	1	0	0.028	0.028
Flot1	0.00409470876641538	-6.54772112177859	1	0	0.028	0.028
Cox7a2l	0.00409470876641538	-6.60292722256775	1	0	0.028	0.028
Dus4l	0.00410866027102052	6.57923821245381	1	0.038	0	0.038
Cnot10	0.00416823756129538	1.54483550744757	1	0.114	0.042	0.072
Mical3	0.00425933587591953	1.48856490978499	1	0.152	0.07	0.082
Wdtc1	0.00426339979102501	-4.13479409470829	1	0.003	0.038	0.035
Rfx7	0.00426339979102501	-3.76203289063637	1	0.003	0.038	0.035
Ttc9c	0.00426339979102501	-3.86420335159427	1	0.003	0.038	0.035
Atosa	0.00439007773776888	0.693204856896639	1	0.314	0.197	0.117
Nelfb	0.00443349468759683	3.46086777687206	1	0.048	0.005	0.043
Erc1	0.00450621256105474	1.40014055787548	1	0.107	0.038	0.069
Sbno2	0.00452228550525187	3.27352546143024	1	0.048	0.005	0.043
Atg12	0.00453496898411087	2.185481069545	1	0.059	0.009	0.05
Ythdf2	0.00458867291202766	-2.17989314707196	1	0.017	0.066	0.049
Hira	0.00461268423590041	3.33938648628028	1	0.048	0.005	0.043
Fbxo42	0.00463052772172359	1.34410340280557	1	0.121	0.047	0.074
Depdc5	0.00468575012085267	1.75045931922546	1	0.076	0.019	0.057
Marcks	0.00474084781980039	-1.13434878235967	1	0.072	0.15	0.078
Dlc1	0.00478992526910641	-0.190123676528517	1	0.997	0.995	0.002
Rybp	0.00479761881182597	0.957110259864392	1	0.19	0.099	0.091
Tor1aip2	0.00479830398647811	-1.76004232343175	1	0.034	0.094	0.06
Afg1l	0.00482800754101518	2.77747750126443	1	0.066	0.014	0.052
Rps3a1	0.00492316869972269	-1.95616852256056	1	0.017	0.066	0.049
Snx27	0.00496090068708202	-3.12493675561371	1	0.01	0.052	0.042
Ythdc1	0.0050510984264721	-1.07883521406192	1	0.141	0.23	0.089
