gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_0	percent_3	percent_difference
Mrpl15	0.38529732379377	0.562193942964995	3.12645233383518	0.17981849167531	0.85729506598899	0.993707454601635	0	0.2	0.2
Lypla1	1.09505468239974	0.218697751382547	1.51224716510097	0.144617729448972	0.885012698318962	0.993707454601635	0.666666666666667	0.8	0.133333333333333
Tcea1	1.16332688797845	-0.487564633338888	1.66191074535384	-0.293375943745451	0.769234811007197	0.993610736246348	0.666666666666667	0.8	0.133333333333333
Atp6v1h	0.298075225922178	0.531264999370389	1.81488922557966	0.292725854494347	0.769731706078355	0.993610736246348	0	0.6	0.6
Rb1cc1	3.64904849796839	1.23105489313286	0.981907952582703	1.25373757274786	0.209937406436447	0.993610736246348	0.666666666666667	1	0.333333333333333
Pcmtd1	3.93332399297402	-1.53479561390299	0.773574340917254	-1.984031181907	0.0472523639123729	0.993610736246348	1	1	0
Mybl1	0.140876981241871	-0.523057890477786	1.51426413902562	-0.345420509538287	0.729778260577043	0.993610736246348	0	0.4	0.4
Vcpip1	0.484675848946237	-1.5715313038121	2.23423098292545	-0.703388018437723	0.481813971319193	0.993610736246348	0.333333333333333	0.4	0.0666666666666667
Sgk3	0.507284096905339	0.784355273517378	2.0676247009029	0.379350891472162	0.704427312844599	0.993610736246348	0	0.8	0.8
Cops5	0.0409236379172485	-0.963435654973013	1.48759613258639	-0.64764597989237	0.51721395097668	0.993610736246348	0	0.2	0.2
Cspp1	1.70021761281135	-1.56271051975261	1.20630538404351	-1.2954518320348	0.195164407522665	0.993610736246348	1	0.6	0.4
Arfgef1	3.15509526530062	-0.772535142231621	0.926028633662185	-0.834245415475394	0.404142703808607	0.993610736246348	0.666666666666667	1	0.333333333333333
Prex2	20.3850450546362	0.454051132275851	0.413618032641156	1.09775468292934	0.272311624608062	0.993610736246348	1	1	0
Sulf1	4.13811174040274	-2.59354716371555	1.06914712127357	-2.42580942520438	0.0152742887407432	0.993610736246348	1	0.4	0.6
Slco5a1	0.0775164045087056	-0.781988520699787	1.45826377806796	-0.536246276195543	0.591788354861499	0.993610736246348	0	0.2	0.2
Ncoa2	4.06741033685607	-0.586585384113494	0.803173782211072	-0.730334327520842	0.465185850232853	0.993610736246348	0.666666666666667	1	0.333333333333333
Tram1	1.31230753012507	-0.951680924945093	1.40794872594746	-0.675934362811878	0.499082319383229	0.993610736246348	0.666666666666667	0.8	0.133333333333333
Lactb2	2.05549872193436	-0.56782479538623	1.21796494545732	-0.466207830942969	0.641066744582131	0.993610736246348	0.666666666666667	0.8	0.133333333333333
Eya1	0.29262732463934	0.176151947891423	1.86310511298332	0.0945475092435109	0.924674244521036	0.996436389557831	0	0.6	0.6
Terf1	2.97905847498088	-0.552087205812889	0.845388123915839	-0.653057678709302	0.513719094707798	0.993610736246348	1	1	0
Sbspon	0.0387582022543528	-1.11576043221587	1.46943585891423	-0.759312102972845	0.447665879224963	0.993610736246348	0	0.2	0.2
Rpl7	0.660253471509262	-0.504576400062623	2.54889218836577	-0.197959098609869	0.843077064973523	0.993707454601635	0.333333333333333	0.4	0.0666666666666667
Rdh10	0.453210036188997	-0.741763953313337	1.93806129966995	-0.382735031879362	0.701916236955177	0.993610736246348	0.333333333333333	0.6	0.266666666666667
Ube2w	1.5963062318942	-2.64144485317072	1.76128310283059	-1.49972758435348	0.133684982195232	0.993610736246348	0.333333333333333	0.6	0.266666666666667
Tmem70	0.0387582022543528	-1.11576043221587	1.46943585891423	-0.759312102972845	0.447665879224963	0.993610736246348	0	0.2	0.2
Ly96	0.102118778987518	-0.961507294953681	1.51290642050276	-0.635536528845028	0.525078550447309	0.993610736246348	0	0.2	0.2
Pi15	2.3026831288569	-3.03900612148151	1.33484563885382	-2.27667232301929	0.0228058004686568	0.993610736246348	0.666666666666667	0.4	0.266666666666667
Crispld1	1.08139743457915	-3.60995481840889	2.04436575965098	-1.76580673070223	0.0774282789300194	0.993610736246348	0.666666666666667	0.2	0.466666666666667
Tfap2b	0.977738676936556	-1.74499942357907	2.08898106537251	-0.835335203609376	0.403529001613801	0.993610736246348	0.666666666666667	0.4	0.266666666666667
Efhc1	0.213171543361084	-1.43738148110278	1.60366522598805	-0.896310188566433	0.370087119039381	0.993610736246348	0.333333333333333	0.4	0.0666666666666667
Tram2	1.31536393685167	-0.339069185549696	1.50233739904125	-0.225694431734231	0.821439089190441	0.993707454601635	0.666666666666667	0.8	0.133333333333333
Gsta3	0.133489703189482	-2.48552985291108	1.51864875378793	-1.63667197349715	0.101699028041932	0.993610736246348	0.333333333333333	0	0.333333333333333
Smap1	0.569989769214886	0.101864926710075	2.10554182793837	0.0483794362849658	0.961413847578899	0.998743330827977	0.333333333333333	0.6	0.266666666666667
Fam135a	2.17615148465078	3.11113391590409	1.49824649612625	2.07651673069018	0.0378461853747364	0.993610736246348	0	1	1
Lmbrd1	0.416228562872383	0.947979869959709	2.07373110820544	0.457137314576946	0.647572351198149	0.993610736246348	0	0.6	0.6
Adgrb3	0.0409236379172485	-0.963435654973013	1.48759613258639	-0.64764597989237	0.51721395097668	0.993610736246348	0	0.2	0.2
Phf3	3.05381590911346	-0.205659729253591	1.09653545703913	-0.18755410774305	0.851226204417802	0.993707454601635	1	1	0
Prim2	0.0387582022543528	-1.11576043221587	1.46943585891423	-0.759312102972845	0.447665879224963	0.993610736246348	0	0.2	0.2
Zfp451	1.54267311834806	-1.74563979251674	1.52801489886915	-1.14242327990954	0.253278119159977	0.993610736246348	0.666666666666667	0.6	0.0666666666666667
