gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_0	percent_3	percent_difference
Mrpl15	0.0818684020883108	-1.07413910340112	3.35522486871634	-0.32013922924101	0.74886278863989	0.999781331040045	0.25	0.2	0.05
Lypla1	1.26091175122843	-0.308571077593259	1.21493158491217	-0.253982266512205	0.799509258262303	0.999781331040045	0.75	0.8	0.05
Tcea1	1.64378670384014	1.3911532944277	1.05104254545578	1.32359370269301	0.185638017715816	0.999781331040045	0.5	1	0.5
Atp6v1h	1.66532600109773	1.09628909963861	1.10365983674737	0.99332154993473	0.320553278889019	0.999781331040045	0.5	0.8	0.3
Rb1cc1	2.55051042335572	-0.267675553750764	0.907061201241565	-0.295101977004833	0.767915979512613	0.999781331040045	0.75	1	0.25
St18	0.239829186027916	-2.67133697214944	3.33104163365877	-0.801952441889861	0.42258046902952	0.999781331040045	0.5	0	0.5
Pcmtd1	5.48792165105331	-1.08381448770637	0.536240006173629	-2.02113694470501	0.0432655908422873	0.999781331040045	1	0.8	0.2
Adhfe1	0.488548792079861	-1.22265844349134	2.18125893179999	-0.560528796314152	0.575118803602083	0.999781331040045	0.5	0.6	0.1
Vcpip1	2.89731239881578	0.10163759069701	0.842680100287732	0.120612306689461	0.903998120681997	0.999781331040045	0.75	1	0.25
Sgk3	3.20271038116744	-0.11963650868046	0.752089282155184	-0.15907221591781	0.873611977953289	0.999781331040045	0.5	1	0.5
Tcf24	0.021867678348388	-0.805275413981174	3.36803627868918	-0.239093450114077	0.811033120563564	0.999781331040045	0	0.2	0.2
Cops5	0.579130225504291	-0.811275677957327	2.03209723029111	-0.399230738502167	0.689723195983367	0.999781331040045	0.5	0.6	0.1
Cspp1	1.01388457707767	1.02689902498465	1.33533110953716	0.769022018322168	0.441880239551541	0.999781331040045	0.5	1	0.5
Arfgef1	3.24335043117279	0.418661729835963	0.737873494907723	0.56738957656735	0.570449530052761	0.999781331040045	0.5	1	0.5
Prex2	0.105218088625524	-1.44873358410268	3.33440714222272	-0.43448011064928	0.663939834816013	0.999781331040045	0.25	0.2	0.05
Ncoa2	6.58581987788783	0.774692401607972	0.494534737227256	1.56650755405272	0.117229841504155	0.999781331040045	1	1	0
Tram1	1.22629410425292	-0.250711831918108	1.19951585439061	-0.209010853004088	0.834439766258134	0.999781331040045	0.5	0.8	0.3
Lactb2	2.46815252714981	-1.3814858424688	0.812359512286458	-1.70058431220985	0.0890210720443152	0.999781331040045	1	0.8	0.2
Xkr9	0.152040839830765	-0.224008731726807	3.34905238973812	-0.0668871984246037	0.946671504392074	0.999781331040045	0	0.2	0.2
Kcnb2	0.60816335932306	1.49341887110434	2.9807286635661	0.50102476262218	0.616353695630445	0.999781331040045	0	0.2	0.2
Terf1	1.17573868765871	-0.615625813397622	1.30617786644463	-0.471318515810818	0.637413295183308	0.999781331040045	0.75	0.6	0.15
Rpl7	0.443198730865378	0.349274187016923	2.47727778158672	0.140991127282145	0.887876951727617	0.999781331040045	0.25	0.6	0.35
Rdh10	0.139602674449649	-0.224008738009218	3.34905238977248	-0.0668872002997947	0.946671502899231	0.999781331040045	0	0.2	0.2
Stau2	0.0997026317861708	-1.44419194755808	3.33452487449217	-0.433102766335796	0.664940113166468	0.999781331040045	0.25	0.2	0.05
Ube2w	2.5350622086183	-0.000924863351455064	0.881867354209162	-0.00104875562865626	0.999163214229235	0.999781331040045	1	0.8	0.2
Eloc	0.286987257117236	-0.397329300682201	3.13409172533809	-0.126776538628377	0.899117265347448	0.999781331040045	0.25	0.4	0.15
Tmem70	0.310088478236258	-1.43639954556617	3.04107844450078	-0.472332289936036	0.63668962596166	0.999781331040045	0.5	0.2	0.3
Ly96	0.447519668144477	0.385062665644046	2.46432972911593	0.15625452271851	0.875832401560008	0.999781331040045	0.25	0.6	0.35
Jph1	0.0381330453915349	-1.60416102565672	3.36066398814855	-0.477334547968444	0.633123913549833	0.999781331040045	0.25	0	0.25
Pkhd1	0.021867678348388	-0.805275413981174	3.36803627868918	-0.239093450114077	0.811033120563564	0.999781331040045	0	0.2	0.2
Mcm3	0.043735356696776	-0.618566849493885	3.36669894576164	-0.1837309659875	0.854224515079428	0.999781331040045	0	0.2	0.2
Paqr8	0.139602674449649	-0.224008738009218	3.34905238977248	-0.0668872002997947	0.946671502899231	0.999781331040045	0	0.2	0.2
Tram2	0.395516779983962	0.284318921400472	2.53311292927347	0.112240918324166	0.910632386001493	0.999781331040045	0.25	0.6	0.35
Tmem14a	0.0817815476224229	-1.95071938435047	3.34822281214219	-0.582613372466214	0.560153601212656	0.999781331040045	0.25	0	0.25
Ogfrl1	0.519757923102833	0.708361318078129	2.35062688086599	0.301349960661201	0.763147647323182	0.999781331040045	0.25	0.6	0.35
B3gat2	0.152040839830765	-0.224008731726807	3.34905238973812	-0.0668871984246037	0.946671504392074	0.999781331040045	0	0.2	0.2
Smap1	0.928535017424592	0.748540153849999	1.42402120814069	0.525652391671433	0.599129747773903	0.999781331040045	0.5	1	0.5
Sdhaf4	0.0234365410031011	-0.600527241114094	3.35696364706487	-0.178890004257019	0.858024071629705	0.999781331040045	0	0.2	0.2
Fam135a	0.764885067713858	1.46275438709281	1.80439086465887	0.810663817769521	0.417558757162879	0.999781331040045	0.25	0.8	0.55
Lmbrd1	2.21201713793936	-0.0748017560643548	1.01544548289027	-0.0736639803167437	0.941277760431511	0.999781331040045	1	0.8	0.2
Adgrb3	0.0817815476224229	-1.95071938435047	3.34822281214219	-0.582613372466214	0.560153601212656	0.999781331040045	0.25	0	0.25
