gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_WT	percent_PS19	percent_difference
Xkr4	16407.42204756	0.0224157439527481	0.100678764503776	0.22264619617881	0.823810879397482	0.999802464262669	1	1	0
Mrpl15	219.195785962997	0.0339165037824966	0.129628589072087	0.261643700863206	0.793596148880364	0.999802464262669	1	1	0
Lypla1	318.236231413028	-0.0315614781303926	0.124548642487408	-0.253406841697079	0.799953841255101	0.999802464262669	1	1	0
Tcea1	839.475692807787	-0.0822781261929949	0.0859477619166155	-0.957303882709816	0.338413896166912	0.999802464262669	1	1	0
Rgs20	1094.46698031997	0.080596223805238	0.147456122903832	0.546577668109455	0.584668914932441	0.999802464262669	1	1	0
Atp6v1h	1547.36462888029	-0.105012439319093	0.0793673103423199	-1.32311954211581	0.185795626878431	0.999802464262669	1	1	0
Oprk1	194.720930418856	-0.312917445397949	0.188141300322935	-1.66320443656359	0.0962715198743063	0.999802464262669	1	1	0
Rb1cc1	1749.43344574434	-0.014191830870384	0.0809167245359979	-0.175388103655511	0.860774687612419	0.999802464262669	1	1	0
St18	129.727616111583	0.015421293069202	0.219293245304258	0.0703226998524545	0.943936815361397	0.999802464262669	1	1	0
Pcmtd1	1969.32769951273	-0.130673127622045	0.091471029528897	-1.42857392438951	0.153126733234337	0.999802464262669	1	1	0
Sntg1	15179.0710919889	0.0236490675466593	0.0757760321227793	0.312091658591214	0.754970865646936	0.999802464262669	1	1	0
Rrs1	29.4569144692386	0.116330158227131	0.341673656208048	0.340471546791704	0.733501446624991	0.999802464262669	1	1	0
Adhfe1	55.6819229347822	-0.131667109461337	0.245161668006917	-0.537062382271043	0.591224524158723	0.999802464262669	1	1	0
Vxn	26.2603676718935	-0.0658882657704052	0.491823278539208	-0.133967359101228	0.893428385387139	0.999802464262669	1	1	0
Mybl1	40.8347895266601	-0.357551427360587	0.271515935639205	-1.31687087359656	0.187881911070067	0.999802464262669	1	1	0
Vcpip1	423.999079798112	0.01340693579327	0.116689091666063	0.114894508148521	0.908528738130898	0.999802464262669	1	1	0
Sgk3	531.697219324107	-0.063290206580157	0.222436506608035	-0.284531561591566	0.776003050428673	0.999802464262669	1	1	0
Mcmdc2	187.435890109136	-0.0547256760892811	0.160813870728062	-0.340304451609295	0.733627265107836	0.999802464262669	1	1	0
Ppp1r42	19.4264000564641	-0.130587216899996	0.383612430254416	-0.340414456365214	0.733544433479893	0.999802464262669	1	1	0
Cops5	375.846225855371	0.0217342678517599	0.119705481653967	0.181564516106181	0.855924497972502	0.999802464262669	1	1	0
Cspp1	2228.99254042033	-0.00749592657255992	0.0923156832712978	-0.0811988419186679	0.935283820491746	0.999802464262669	1	1	0
Arfgef1	1722.04873541706	0.0346903123955351	0.0934835721973579	0.371084582885842	0.710574533620317	0.999802464262669	1	1	0
Cpa6	568.535004442163	0.0342027677818888	1.01914855125391	0.0335601397262523	0.973227908240218	0.999802464262669	1	1	0
Prex2	489.80478593457	-0.21275612568374	0.153387474417979	-1.38705019096919	0.165426458676984	0.999802464262669	1	1	0
A830018L16Rik	4652.19522073828	-0.0742791785026072	0.105001693932501	-0.707409335228027	0.479312137299064	0.999802464262669	1	1	0
Sulf1	317.186719832032	-0.122693194979393	0.458465284042947	-0.267617198618467	0.788993991120594	0.999802464262669	1	1	0
Slco5a1	345.67064749952	-0.340292502647423	0.467317761928639	-0.728182257064276	0.46650202563769	0.999802464262669	1	1	0
Ncoa2	2975.86393829087	-0.00201745274557955	0.0984220570558255	-0.020497973786864	0.983646128421739	0.999802464262669	1	1	0
Tram1	270.736298827494	-0.00325937117476059	0.140952055474708	-0.0231239705145375	0.981551385091089	0.999802464262669	1	1	0
Lactb2	342.819422427334	-0.128413876568573	0.13490575072983	-0.95187844753736	0.341158631093966	0.999802464262669	1	1	0
Eya1	169.963312450009	-0.0972177847143596	0.190398748766697	-0.51060096426098	0.609630500534369	0.999802464262669	1	1	0
Kcnb2	9669.0234077064	-0.0599237735096072	0.299505008028236	-0.200076031796964	0.841421118216535	0.999802464262669	1	1	0
Terf1	584.884974405578	-0.00844281224422964	0.10278509457813	-0.0821404336774918	0.934535040316544	0.999802464262669	1	1	0
Sbspon	18.8586653991374	-0.357924151027535	0.445518006272946	-0.80338874296419	0.421750079447807	0.999802464262669	1	1	0
4930444P10Rik	83.5702030735568	-0.267604311891864	0.294019623058602	-0.910157999347299	0.36273919069678	0.999802464262669	1	1	0
Rpl7	107.777922014247	-0.118764602360673	0.260928424337393	-0.455161612470033	0.64899297515931	0.999802464262669	1	1	0
Rdh10	200.257105034613	0.0982128558564909	0.163852769162783	0.599396985222259	0.548908186905897	0.999802464262669	1	1	0
Stau2	3491.0414905499	-0.0120200023147843	0.0896071044071775	-0.134141175460431	0.893290940542349	0.999802464262669	1	1	0
Ube2w	1392.92432496562	-0.0639355853568789	0.0948204275370697	-0.674280711631294	0.500132864482739	0.999802464262669	1	1	0
Eloc	287.659890163029	0.0153064841690899	0.141310598338869	0.108318019660382	0.913743429092161	0.999802464262669	1	1	0
Tmem70	154.228487002812	-0.0844192676086728	0.149212875403658	-0.565763962260612	0.571554247649818	0.999802464262669	1	1	0
Ly96	53.7756682333091	-0.0372812486854942	0.254330662214907	-0.146585741415606	0.88345900880202	0.999802464262669	1	1	0
Jph1	351.487145589195	-0.101127731864246	0.136943285108169	-0.738464334226877	0.460232332692136	0.999802464262669	1	1	0
Gdap1	827.690652874505	0.0144143795288099	0.113845009166398	0.126614066214722	0.899245863316854	0.999802464262669	1	1	0
