gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Xkr4	2.72582269846143	0.282439291659557	1.03851712600342	0.271964019261272	0.785649685374807	0.999862054855225
Rp1	4.31788301851134	-0.101817152816243	0.497139619643138	-0.204805951473612	0.837723736974946	0.999862054855225
Sox17	0.207242318449768	0.208065505000622	2.92759147145857	0.0710705393935858	0.943341615020707	0.999862054855225
Mrpl15	6.33279655774885	-0.254407273544849	0.464132002573515	-0.548135599644528	0.583598797987789	0.999862054855225
Lypla1	19.614291672623	0.206430415760829	0.215375227498295	0.958468706724703	0.337826463952114	0.999862054855225
Tcea1	31.105127385669	0.0813523317714236	0.210461677921141	0.386542255934621	0.699095113994406	0.999862054855225
Rgs20	0.438431054376707	-1.11566241179027	2.04572313541033	-0.545363344862642	0.58550364542499	0.999862054855225
Atp6v1h	20.6468091889866	-0.185018728315267	0.361847484603701	-0.511316884012337	0.609129184252985	0.999862054855225
Rb1cc1	70.8494864569555	0.041464745288929	0.124812531711745	0.332216202333688	0.73972601020151	0.999862054855225
Alkal1	0.366862004109938	-0.273755137337362	1.83964803621371	-0.148808430715255	0.881704797964854	0.999862054855225
St18	1.35415318023862	-2.04780072652588	1.42109044074257	-1.44100661563512	0.14958281379803	0.999862054855225
Pcmtd1	73.4334530231475	-0.0877046806556894	0.145625632990839	-0.60226128363821	0.547000227983389	0.999862054855225
Sntg1	1.2733025440047	-0.56089267347112	3.04986832616622	-0.183907176798082	0.854086274570537	0.999862054855225
Rrs1	0.737697678803519	0.0669216442927453	1.11072462637062	0.0602504371505806	0.951956175608905	0.999862054855225
Adhfe1	15.6345822209004	0.106822908703456	0.285025489505994	0.374783704042053	0.707821334684784	0.999862054855225
Mybl1	1.03700954365537	0.674019367380902	1.00637165033942	0.669751942191115	0.503015933802629	0.999862054855225
Vcpip1	12.152467636569	0.274215276223657	0.420294212680776	0.652436478900389	0.514119638076622	0.999862054855225
Sgk3	34.2401606886609	-0.0215057206471592	0.18072126366094	-0.118999392830205	0.905275836815287	0.999862054855225
Ppp1r42	0.211028414237202	-0.45524948201954	2.07440802000366	-0.219459950805019	0.826291774042657	0.999862054855225
Cops5	12.8519329409848	0.336450395791809	0.3124508405904	1.0768106597379	0.28156486210228	0.999862054855225
Cspp1	38.283886901301	-0.213400763124382	0.202179444476951	-1.05550177801933	0.291195896744678	0.999862054855225
Arfgef1	53.1160482404863	-0.0721084955849601	0.151829812431721	-0.474929754769918	0.63483704244186	0.999862054855225
Prex2	90.1641623113895	0.378902804003606	0.166819170165159	2.2713385016151	0.0231264941827107	0.999862054855225
Sulf1	112.439033757727	0.00135487068558636	0.133442600623002	0.0101532095392393	0.991899050050951	0.999862054855225
Ncoa2	74.7874918090797	-0.278454235114358	0.138163239440393	-2.0154003064939	0.0438627223555295	0.999862054855225
Tram1	11.2511055671768	0.591644777759114	0.372353998509822	1.58893091017393	0.112075991767119	0.999862054855225
Lactb2	18.3000595675752	-0.287930961984111	0.224578840145038	-1.28209301374145	0.199810019419329	0.999862054855225
Eya1	297.012856842679	0.122508205886819	0.0933654985838969	1.31213572192018	0.189474345011637	0.999862054855225
Msc	0.277534856105515	-0.854508994806118	1.73472139210908	-0.492591489730349	0.622301262452032	0.999862054855225
Trpa1	1.51484014571976	0.78943000938543	0.883180522876043	0.893848979837873	0.3714026987966	0.999862054855225
Kcnb2	365.951498087774	-0.303308567193073	0.191806354864649	-1.58132699725776	0.113803289811837	0.999862054855225
Terf1	21.4978194512099	0.308071250866589	0.238334606526616	1.29259974183474	0.196149528955188	0.999862054855225
Sbspon	0.634764995742059	0.375462383974363	1.15904693325713	0.323940621558134	0.745982989208673	0.999862054855225
Rpl7	3.75132667123819	0.266253132223861	0.58585131500382	0.454472193549869	0.649489001247309	0.999862054855225
Rdh10	8.62135728771084	-0.026102937487656	0.418156739203216	-0.0624238115530417	0.95022533305765	0.999862054855225
Stau2	5.98489869210202	-0.324966546017248	0.565089245440552	-0.575071192097982	0.565243150058114	0.999862054855225
Ube2w	27.0909133999394	-0.132576978604335	0.247037017704148	-0.536668471132165	0.591496638335989	0.999862054855225
Eloc	7.07897764689464	0.134702357872814	0.663423730965544	0.203041211198111	0.839102821148272	0.999862054855225
Tmem70	4.25347813465041	-1.08812149410305	0.59520820693123	-1.82813590510316	0.0675291574716773	0.999862054855225
Ly96	5.90581072328744	-0.058398964420287	0.466714782249166	-0.12512773677074	0.900422425091654	0.999862054855225
Jph1	1.78217546074906	-0.320472665568855	0.860319827121582	-0.3725041030858	0.70951755763663	0.999862054855225
Pi15	0.260370714149851	-0.941696915266775	1.98269360659906	-0.474958365797164	0.634816648968247	0.999862054855225
Crispld1	23.8905778177787	-0.285160856875578	0.240871444557619	-1.18387157680438	0.236463903034409	0.999862054855225
Tfap2b	26.8289133558258	0.292014239838909	0.311507102212794	0.937424019435136	0.348540490393807	0.999862054855225
Pkhd1	20.0366559728319	0.0771004022708025	0.276347363092895	0.278998147143112	0.780246246697468	0.999862054855225
Mcm3	0.539258407008431	0.599727103350585	1.29003424810678	0.46489238888869	0.642008521274492	0.999862054855225
Paqr8	4.34711340877329	-0.261494962730099	0.579801100272911	-0.451008048461815	0.65198374823323	0.999862054855225
Efhc1	3.51110249270809	-0.521904059116169	0.521145925130425	-1.00145474414974	0.316607008948865	0.999862054855225
Tram2	13.0221369934799	-0.185050496742677	0.297446398039031	-0.622130568608851	0.533856016012382	0.999862054855225
Tmem14a	1.32973402752403	1.07322254687394	1.09113343438173	0.983585062153345	0.325319572789149	0.999862054855225
