gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_0	percent_3	percent_difference
Xkr4	14936.7657107808	0.0132412535900637	0.0724911737845415	0.182660217772434	0.855064632138566	0.976595692786659	1	1	0
Rp1	9.97798564007818	-0.812706171915515	0.45163740128463	-1.79946605308565	0.0719449891371933	NA	1	1	0
Mrpl15	182.375662062105	0.070707492454057	0.109007044348358	0.648650670942827	0.516564195658893	0.903066917576247	1	1	0
Lypla1	309.552586115854	-0.191935589036211	0.0901580512718523	-2.12887907767073	0.0332642662059159	0.380529322118971	1	1	0
Tcea1	778.852281600175	-0.0469766994894469	0.0735795683866506	-0.638447608751804	0.523182348132998	0.904522877849664	1	1	0
Rgs20	845.943370044965	0.250932714700236	0.113904793301667	2.20300399506159	0.0275944670625519	0.35407186256763	1	1	0
Atp6v1h	1464.22049409795	-0.0477485016184185	0.0796060837576475	-0.599809705044452	0.548633064661719	0.90986176565186	1	1	0
Oprk1	179.607997590316	0.42491062050854	0.144722196015821	2.93604320695969	0.00332428016595003	0.138269975358895	1	1	0
Rb1cc1	1665.11928694303	0.0202841008378992	0.0601912285091892	0.336994298675968	0.736121197990237	0.951162195433932	1	1	0
St18	124.589504914789	0.0129688375115764	0.167087898547921	0.0776168569015601	0.938132832965062	0.992502258842774	1	1	0
Pcmtd1	1769.31780451488	0.0867237431697572	0.0739052648891828	1.17344472413156	0.24061751105481	0.76473180757035	1	1	0
Sntg1	13900.968677947	-0.105845625134206	0.072890311649758	-1.4521220000101	0.146467685770095	0.66149456501098	1	1	0
Rrs1	26.9413754822905	0.0888556782599483	0.249515964439577	0.356112196907007	0.721756543396752	0.949486436775846	1	1	0
Adhfe1	53.4445520832028	-0.20696109644459	0.179918034462082	-1.15030767795658	0.250017169592336	0.774070126464116	1	1	0
Vxn	26.3154553823157	0.460094728221566	0.373765128471325	1.23097285748225	0.218333016034276	0.744551980140237	1	1	0
Mybl1	41.8956728204768	0.0146601979017038	0.209997299581733	0.0698113639123152	0.944343802153605	0.993814011520965	1	1	0
Vcpip1	379.246833227126	0.066311813692035	0.0967943555133912	0.685079345177942	0.493293853244808	0.89535470946982	1	1	0
Sgk3	424.448047552682	0.37904188733338	0.136073007704381	2.78557734357462	0.00534324911737901	0.167815075144819	1	1	0
Mcmdc2	151.451919742313	-0.252595563779758	0.147522060747464	-1.71225620425792	0.0868494638134719	0.554896445344322	1	1	0
Ppp1r42	14.9985415703414	-0.010149179166777	0.327707184753705	-0.0309702674795024	0.975293251407695	0.996098667979241	1	1	0
Cops5	365.14786668899	-0.253891025893524	0.0914734016434217	-2.77557214810085	0.00551046715082202	0.169964850356721	1	1	0
Cspp1	2048.01152266337	-0.0100738055593314	0.0605221921663712	-0.166448127517246	0.867804301870411	0.980171059332062	1	1	0
Arfgef1	1654.54387739648	-0.0261341285414705	0.0569105701372918	-0.459213964618948	0.646080523389049	0.933372211289798	1	1	0
Cpa6	426.810542558705	-0.965279999485476	0.507275871040115	-1.90286992658703	0.0570575199825182	0.473695887597665	1	1	0
Prex2	430.202620498851	-0.135068539237458	0.103911058453504	-1.29984759319813	0.193653209824147	0.716089360313337	1	1	0
A830018L16Rik	4091.90226136041	-0.109232983069187	0.0618347823173488	-1.76652975842271	0.0773070135797691	0.533796963877326	1	1	0
Sulf1	284.342655959534	0.248282767025449	0.165043158656858	1.50435055318866	0.132491128842113	0.637458407584598	1	1	0
Slco5a1	269.058229794316	0.181414982452216	0.166113178049073	1.09211673982074	0.274781792465173	0.793366018543169	1	1	0
Ncoa2	2688.55759206551	0.109146192970634	0.0618294062297806	1.76527965617213	0.0775167768677981	0.533881080699943	1	1	0
Tram1	259.893356152601	-0.00846644953466661	0.102675550749483	-0.0824582821603147	0.934282291329251	0.991305341638937	1	1	0
Lactb2	308.485680313943	-0.0696918494745869	0.079693334201354	-0.874500360325026	0.381845824070584	0.847596523881606	1	1	0
Eya1	142.091401754014	0.194238680444819	0.139556351265839	1.39182974248744	0.163973961102318	0.687371836338892	1	1	0
Kcnb2	8201.18284390326	-0.195348984864052	0.177417072682467	-1.1010720778472	0.270865288315462	0.788301302810556	1	1	0
Terf1	521.508599213105	-0.178524211680233	0.0655687980339636	-2.72270069046805	0.00647506918892981	0.182203323034899	1	1	0
Sbspon	24.3510159577476	-0.420952459707877	0.278958040332378	-1.50901712388829	0.131294406807174	0.635317774423552	1	1	0
4930444P10Rik	87.0525816360284	-0.0950385103073488	0.158227442237302	-0.600644925832867	0.548076508368836	0.90986176565186	1	1	0
Rpl7	99.5767586568508	0.591908130590821	0.196849351136368	3.00690922867597	0.00263918556740452	0.120711088959332	1	1	0
Rdh10	174.46185812119	-0.0215189158326911	0.107320521871496	-0.200510726722495	0.841081169631618	0.973408132360776	1	1	0
Stau2	3182.96893264072	-0.0353039959281691	0.0521250969900445	-0.677293625658133	0.498219674458046	0.897618661509411	1	1	0
Ube2w	1368.99360170599	-0.10189446691413	0.0724771429256617	-1.40588415603855	0.159758526823445	0.68180607222016	1	1	0
Eloc	254.717190272146	0.141351688404647	0.100527733852433	1.40609643714977	0.159695490212436	0.68180607222016	1	1	0
Tmem70	137.443990249411	-0.00339612425678652	0.122479308801527	-0.027728146819393	0.977878974414999	0.996098667979241	1	1	0
Ly96	44.4526877119048	-0.148231933806787	0.227750641834884	-0.650851881744656	0.515142105483886	0.902499844165761	1	1	0
Jph1	358.905987670235	-0.0251395300836626	0.113688102290889	-0.221127185493333	0.824993403190702	0.970172097449959	1	1	0
