gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_WT	percent_PS19	percent_difference
Xkr4	143.469346782575	-0.310108857589765	0.491321716377842	-0.631172706706253	0.527927605693979	0.99982161207425	1	1	0
Sox17	0.448966638859964	0.841463645254891	3.11538704279399	0.270099231233958	0.787083913525643	0.99982161207425	0.2	0.666666666666667	0.466666666666667
Mrpl15	1.90885676867165	-0.676211152074132	1.46464962900763	-0.461687996010552	0.644305080589682	0.99982161207425	0.8	0.666666666666667	0.133333333333333
Lypla1	10.4678844849477	-0.283769416994766	0.624625797553552	-0.454303069303565	0.649610707237123	0.99982161207425	1	1	0
Tcea1	26.4648416558375	0.482557448844228	0.451604619915303	1.06853966404226	0.285277148533518	0.99982161207425	1	1	0
Rgs20	0.932227324044222	-1.96531646328014	2.34355929374528	-0.838603259804592	0.40169198079517	0.99982161207425	0.6	0.333333333333333	0.266666666666667
Atp6v1h	20.334227270062	0.158782328826916	0.506920284139978	0.313229384963949	0.754106394924761	0.99982161207425	1	1	0
Rb1cc1	38.3924811395302	0.0909751357516726	0.356573955408915	0.255136793845034	0.79861744691	0.99982161207425	1	1	0
St18	2212.01459772148	-0.127885038065473	0.0959056468181948	-1.33344638515291	0.182385358971821	0.99982161207425	1	1	0
Pcmtd1	64.6129860679575	0.471570760016383	0.273470379706023	1.72439428549196	0.0846366884890302	0.99982161207425	1	1	0
Sntg1	1.96390286266533	2.1942899552859	1.86585742180102	1.17602230998329	0.239585960999579	0.99982161207425	0.6	0.333333333333333	0.266666666666667
Rrs1	9.9771585977583	-0.183163514709191	0.602983277266038	-0.303762179839655	0.761309082124662	0.99982161207425	1	1	0
Adhfe1	0.945877930590394	0.255365230799735	2.00953463061837	0.127076800224714	0.898879613319482	0.99982161207425	0.6	0.666666666666667	0.0666666666666667
Vxn	0.0712880994065831	0.668032208038846	3.65784495787755	0.182629995456797	0.855088347182448	0.99982161207425	0	0.333333333333333	0.333333333333333
Mybl1	3.10656432791516	1.45286516893873	1.40559653401329	1.03362887840259	0.301309693540559	0.99982161207425	0.6	0.666666666666667	0.0666666666666667
Vcpip1	13.7549478504477	0.0783579007956536	0.580198146494388	0.135053690310973	0.892569424409071	0.99982161207425	1	1	0
Sgk3	61.0161770346405	0.010165774710816	0.258523807654306	0.0393223927925798	0.968633353554391	0.99982161207425	1	1	0
Ppp1r42	0.0475699010887663	-0.828645140269316	3.65239244204985	-0.226877355984301	0.820519110259139	0.99982161207425	0.2	0	0.2
Cops5	16.4504921177069	0.0979562188688589	0.567079279101415	0.172738138173694	0.862857264453334	0.99982161207425	1	1	0
Cspp1	16.8600195671132	0.418934416288916	0.518717862898865	0.807634450735306	0.419301048404796	0.99982161207425	0.8	1	0.2
Arfgef1	39.4600048054268	0.145626301089567	0.342354323234293	0.425367203527052	0.670569010232708	0.99982161207425	1	1	0
Cpa6	0.221069749003287	0.139929505135277	3.65593572457197	0.038274607563474	0.969468736176271	0.99982161207425	0.2	0.333333333333333	0.133333333333333
Prex2	0.834425443143108	-1.79852349380489	2.59142518601545	-0.694028715747061	0.487664200736247	0.99982161207425	0.4	0.333333333333333	0.0666666666666667
A830018L16Rik	0.277180500874725	-1.88007073569291	3.62421534832271	-0.518752489849425	0.603933352846706	0.99982161207425	0.4	0	0.4
Sulf1	0.321507567613297	2.17440988957153	3.56295318291438	0.610283037116118	0.541674331657291	0.99982161207425	0	0.333333333333333	0.333333333333333
Ncoa2	175.040968105919	0.0132273810394108	0.169474586440777	0.0780493483843554	0.937788798350205	0.99982161207425	1	1	0
Tram1	6.50910713867925	-0.359766186798216	0.805827165829804	-0.446455768747564	0.655268056112317	0.99982161207425	0.8	1	0.2
Lactb2	11.1180132115501	0.160198536081559	0.58370531331759	0.274451049915998	0.78373801630095	0.99982161207425	1	1	0
Eya1	1.45003831377221	1.16163103892982	2.0083290308524	0.578406735691503	0.562989547473678	0.99982161207425	0.2	0.666666666666667	0.466666666666667
Kcnb2	0.526213115827498	0.0378157934368679	2.91683206377438	0.0129646796970321	0.989655972010533	0.99982161207425	0.2	0.666666666666667	0.466666666666667
Terf1	9.06968913359009	-1.02091129639504	0.669846935856569	-1.52409638940805	0.127484634517011	0.99982161207425	1	1	0
Sbspon	0.0475699010887663	-0.828645140269316	3.65239244204985	-0.226877355984301	0.820519110259139	0.99982161207425	0.2	0	0.2
4930444P10Rik	0.107169189204432	0.668032208038846	3.65784495787755	0.182629995456797	0.855088347182448	0.99982161207425	0	0.333333333333333	0.333333333333333
Rpl7	2.57403518872863	-0.3749550603375	1.468279928974	-0.255370282558796	0.798437121112361	0.99982161207425	0.6	1	0.4
Rdh10	1.56941985177619	2.55804663218792	1.86609048808909	1.37080524685993	0.170435674902262	0.99982161207425	0.2	0.666666666666667	0.466666666666667
Stau2	2.09990448012566	-0.46159571694714	1.32736967752725	-0.347752193501243	0.728026295365447	0.99982161207425	1	0.666666666666667	0.333333333333333
Ube2w	22.41591507323	0.593118844815428	0.409933434619213	1.44686623418843	0.147934391729733	0.99982161207425	1	1	0
Eloc	6.70161504314952	0.642614608569003	0.853978581101191	0.75249499553064	0.451753438275358	0.99982161207425	1	1	0
Tmem70	2.39133735257799	2.41561345416608	1.30224321691826	1.85496336074807	0.0636014588735537	0.99982161207425	0.6	1	0.4
Ly96	4.20196358351133	-0.678548981074808	0.974234652830131	-0.696494401121575	0.486119262380412	0.99982161207425	1	1	0
Jph1	125.094286380683	-0.218856131568167	0.186963629331116	-1.17058131761322	0.241767110439819	0.99982161207425	1	1	0
